County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,564	16,006	26.43%	60,570
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	893	155	14.79%	1,048
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	441	47	9.63%	488
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	59	22	27.16%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	44	4	8.33%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	462	151	24.63%	613
BAY	100026	ASCENSION SACRED HEART BAY	122	15	10.95%	137
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	207	31	13.03%	238
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	6	13.04%	46
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	19	11	36.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	427	81	15.94%	508
BREVARD	100028	PARRISH MEDICAL CENTER	90	87	49.15%	177
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	158	22	12.22%	180
BREVARD	100177	CAPE CANAVERAL HOSPITAL	86	54	38.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	46	4	8.00%	50
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	89	26	22.61%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	39	66	62.86%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	69	15	17.86%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	24	21	46.67%	45
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	683	100	12.77%	783
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	358	39	9.82%	397
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	210	20	8.70%	230
BROWARD	100073	HOLY CROSS HOSPITAL	202	146	41.95%	348
BROWARD	100086	BROWARD HEALTH NORTH	220	17	7.17%	237
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	39	25	39.06%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	131	133	50.38%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	200	85	29.82%	285
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	105	8	7.08%	113
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	151	37	19.68%	188
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	142	175	55.21%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	79	40	33.61%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	185	65	26.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	122	17	12.23%	139
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	5	21	80.77%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	85	25	22.73%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	283	0	0.00%	283
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	31	19	38.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	151	22	12.72%	173
BROWARD	111527	MEMORIAL HOSPITAL WEST	338	48	12.44%	386
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	118	60	33.71%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	5	50.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	86	39	31.20%	125
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	150	74	33.04%	224
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	160	93	36.76%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	130	74	36.27%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	70	16	18.60%	86
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	47	26	35.62%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	311	44	12.39%	355
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	91	23	20.18%	114
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	235	34	12.64%	269
COLLIER	110043	WILLOUGH AT NAPLES, THE	60	21	25.93%	81
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	183	57	23.75%	240
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	57	43	43.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	30	20	40.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	103	0	0.00%	103
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	6	49	89.09%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	493	110	18.24%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	310	205	39.81%	515
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	403	49	10.84%	452
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	100	50	33.33%	150
DUVAL	100151	MAYO CLINIC	277	27	8.88%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	313	186	37.27%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	131	8	5.76%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	22	2	8.33%	24
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	62	22	26.19%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	216	85	28.24%	301
DUVAL	23960061	WEKIVA SPRINGS	83	53	38.97%	136
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	105	102	49.28%	207
DUVAL	23960123	UF HEALTH NORTH	93	3	3.13%	96
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	152	48	24.00%	200
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	373	185	33.15%	558
ESCAMBIA	100093	BAPTIST HOSPITAL	276	150	35.21%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	295	135	31.40%	430
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	65	10	13.33%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	93	6	6.06%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	1	14	93.33%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	741	208	21.92%	949
GULF	23960084	ASCENSION SACRED HEART GULF	7	14	66.67%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	23	2	8.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	14	15	51.72%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	50	60	54.55%	110
HERNANDO	100264	OAK HILL HOSPITAL	256	94	26.86%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	65	0	0.00%	65
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	34	109	76.22%	143
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	53	27	33.75%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	35	29	45.31%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	143	28	16.37%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	13	8	38.10%	21
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	78	23	22.77%	101
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	515	81	13.59%	596
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	53	19	26.39%	72
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	845	162	16.09%	1,007
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	78	8	9.30%	86
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	61	28	31.46%	89
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	430	96	18.25%	526
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	98	26	20.97%	124
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	347	146	29.61%	493
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	33	19	36.54%	52
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	69	14	16.87%	83
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	37	14.51%	255
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	96	25	20.66%	121
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	100	43	30.07%	143
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	59	1	1.67%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	11	9	45.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	182	129	41.48%	311
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	77	2	2.53%	79
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	47	18	27.69%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	30	66	68.75%	96
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	182	19	9.45%	201
LAKE	100057	ADVENTHEALTH WATERMAN	188	112	37.33%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	254	76	23.03%	330
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	5	16	76.19%	21
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	34	6	15.00%	40
LEE	100012	LEE MEMORIAL HOSPITAL	252	97	27.79%	349
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	31	14	31.11%	45
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	417	144	25.67%	561
LEE	100244	CAPE CORAL HOSPITAL	225	51	18.48%	276
LEE	120005	HEALTHPARK MEDICAL CENTER	345	99	22.30%	444
LEE	23960103	PARK ROYAL HOSPITAL	88	28	24.14%	116
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	41	19	31.67%	60
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	410	36	8.07%	446
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	240	30	11.11%	270
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	34	21	38.18%	55
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	21	11	34.38%	32
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	28	20	41.67%	48
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	6	9	60.00%	15
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	272	24	8.11%	296
MANATEE	100213	BLAKE MEDICAL CENTER	239	24	9.13%	263
MANATEE	110028	CENTERSTONE OF FLORIDA	25	8	24.24%	33
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	32	28	46.67%	60
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	70	44	38.60%	114
MARION	100062	ADVENTHEALTH OCALA	255	11	4.14%	266
MARION	100212	OCALA REGIONAL MEDICAL CENTER	247	9	3.52%	256
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	163	23	12.37%	186
MARION	23960060	KINDRED HOSPITAL OCALA	9	9	50.00%	18
MARION	23960073	THE VINES HOSPITAL	53	45	45.92%	98
MARION	23960109	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA	54	26	32.50%	80
MARTIN	100044	CLEVELAND CLINIC MARTIN NORTH HOSPITAL	88	158	64.23%	246
MARTIN	120009	CLEVELAND CLINIC MARTIN SOUTH HOSPITAL	34	66	66.00%	100
MARTIN	23960112	ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH	71	9	11.25%	80
MARTIN	23960125	CORAL SHORES BEHAVIORAL HEALTH	32	50	60.98%	82
MIAMI-DADE	100008	BAPTIST HOSPITAL OF MIAMI	595	172	22.43%	767
MIAMI-DADE	100009	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER	313	190	37.77%	503
MIAMI-DADE	100020	DOCTORS HOSPITAL	94	40	29.85%	134
MIAMI-DADE	100022	JACKSON MEMORIAL HOSPITAL	1,085	550	33.64%	1,635
MIAMI-DADE	100029	NORTH SHORE MEDICAL CENTER	196	58	22.83%	254
MIAMI-DADE	100034	MOUNT SINAI MEDICAL CENTER	380	160	29.63%	540
MIAMI-DADE	100050	LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS	68	104	60.47%	172
MIAMI-DADE	100053	HIALEAH HOSPITAL	120	94	43.93%	214
MIAMI-DADE	100061	MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL	264	176	40.00%	440
MIAMI-DADE	100076	VARIETY CHILDREN'S HOSPITAL	0	0		0
MIAMI-DADE	100079	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE	26	14	35.00%	40
MIAMI-DADE	100114	JACKSON NORTH MEDICAL CENTER	231	67	22.48%	298
MIAMI-DADE	100125	HOMESTEAD HOSPITAL	132	23	14.84%	155
MIAMI-DADE	100131	AVENTURA HOSPITAL AND MEDICAL CENTER	342	58	14.50%	400
MIAMI-DADE	100152	KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES	54	0	0.00%	54
MIAMI-DADE	100154	SOUTH MIAMI HOSPITAL	324	121	27.19%	445
MIAMI-DADE	100165	WESTCHESTER GENERAL HOSPITAL	78	22	22.00%	100
MIAMI-DADE	100181	LARKIN COMMUNITY HOSPITAL	66	48	42.11%	114
MIAMI-DADE	100183	CORAL GABLES HOSPITAL	74	53	41.73%	127
MIAMI-DADE	100187	PALMETTO GENERAL HOSPITAL	242	214	46.93%	456
MIAMI-DADE	100197	DOUGLAS GARDENS HOSPITAL	3	29	90.63%	32
MIAMI-DADE	100208	JACKSON SOUTH MEDICAL CENTER	199	27	11.95%	226
MIAMI-DADE	100209	KENDALL REGIONAL MEDICAL CENTER	332	110	24.89%	442
MIAMI-DADE	100240	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST	0	0		0
MIAMI-DADE	103004	ST CATHERINE'S REHABILITATION HOSPITAL	7	15	68.18%	22
MIAMI-DADE	103038	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI	52	8	13.33%	60
MIAMI-DADE	110040	SOUTHERN WINDS	56	16	22.22%	72
MIAMI-DADE	110041	WEST GABLES REHABILITATION HOSPITAL	50	0	0.00%	50
MIAMI-DADE	110199	NICKLAUS CHILDREN'S HOSPITAL	182	85	31.84%	267
MIAMI-DADE	120014	SOUTH FLORIDA EVALUATION AND TREATMENT CENTER	170	0	0.00%	170
MIAMI-DADE	23960028	SELECT SPECIALTY HOSPITAL-MIAMI	47	0	0.00%	47
MIAMI-DADE	23960064	WEST KENDALL BAPTIST HOSPITAL	146	12	7.59%	158
MIAMI-DADE	23960094	SELECT SPECIALTY HOSPITAL-MIAMI LAKES	58	2	3.33%	60
MIAMI-DADE	23960097	ST CATHERINE'S WEST REHABILITATION HOSPITAL	20	20	50.00%	40
MONROE	100024	FISHERMEN'S COMMUNITY HOSPITAL	4	5	55.56%	9
MONROE	100150	DEPOO HOSPITAL	13	32	71.11%	45
MONROE	100160	MARINERS HOSPITAL	26	16	38.10%	42
MONROE	100195	LOWER KEYS MEDICAL CENTER	46	24	34.29%	70
NASSAU	100140	BAPTIST MEDICAL CENTER NASSAU	29	39	57.35%	68
OKALOOSA	100054	TWIN CITIES HOSPITAL	26	17	39.53%	43
OKALOOSA	100122	NORTH OKALOOSA MEDICAL CENTER	58	55	48.67%	113
OKALOOSA	100223	FORT WALTON BEACH MEDICAL CENTER	216	23	9.62%	239
OKALOOSA	111520	GULF COAST TREATMENT CENTER	27	0	0.00%	27
OKALOOSA	23960106	REHABILITATION INSTITUTE OF NORTHWEST FLORIDA, THE	10	20	66.67%	30
OKEECHOBEE	100252	RAULERSON HOSPITAL	57	43	43.00%	100
ORANGE	100006	ORLANDO HEALTH ORLANDO REGIONAL MEDICAL CENTER	632	183	22.45%	815
ORANGE	100007	ADVENTHEALTH ORLANDO	920	412	30.93%	1,332
ORANGE	100021	ADVENTHEALTH EAST ORLANDO	260	35	11.86%	295
ORANGE	100030	ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL	155	35	18.42%	190
ORANGE	100129	ASPIRE HEALTH PARTNERS	41	9	18.00%	50
ORANGE	100162	ADVENTHEALTH WINTER PARK	251	171	40.52%	422
ORANGE	110047	UNIVERSITY BEHAVIORAL CENTER	90	33	26.83%	123
ORANGE	110051	LA AMISTAD RESIDENTIAL TREATMENT CENTER	19	0	0.00%	19
ORANGE	120001	ARNOLD PALMER MEDICAL CENTER	316	137	30.24%	453
ORANGE	120002	ORLANDO HEALTH DR P PHILLIPS HOSPITAL	188	24	11.32%	212
ORANGE	120003	ADVENTHEALTH APOPKA	90	30	25.00%	120
ORANGE	23960043	SELECT SPECIALTY HOSPITAL - ORLANDO (NORTH CAMPUS)	34	1	2.86%	35
ORANGE	23960068	SELECT SPECIALTY HOSPITAL - ORLANDO (SOUTH CAMPUS)	64	0	0.00%	64
ORANGE	23960083	CENTRAL FLORIDA BEHAVIORAL HOSPITAL	120	0	0.00%	120
ORANGE	23960096	NEMOURS CHILDREN'S HOSPITAL	84	7	7.69%	91
OSCEOLA	100074	ORLANDO HEALTH ST CLOUD HOSPITAL	53	40	43.01%	93
OSCEOLA	100089	ADVENTHEALTH KISSIMMEE	147	31	17.42%	178
OSCEOLA	100110	OSCEOLA REGIONAL MEDICAL CENTER	319	105	24.76%	424
OSCEOLA	23960017	ADVENTHEALTH CELEBRATION	196	121	38.17%	317
OSCEOLA	23960111	POINCIANA MEDICAL CENTER	57	19	25.00%	76
OSCEOLA	23960129	BLACKBERRY CENTER	55	9	14.06%	64
PALM BEACH	100002	BETHESDA HOSPITAL EAST	215	176	45.01%	391
PALM BEACH	100010	ST MARY'S MEDICAL CENTER	377	114	23.22%	491
PALM BEACH	100080	JFK MEDICAL CENTER	380	218	36.45%	598
PALM BEACH	100130	LAKESIDE MEDICAL CENTER	25	45	64.29%	70
PALM BEACH	100168	BOCA RATON REGIONAL HOSPITAL	281	88	23.85%	369
PALM BEACH	100176	PALM BEACH GARDENS MEDICAL CENTER	135	79	36.92%	214
PALM BEACH	100234	JFK MEDICAL CENTER NORTH CAMPUS	126	106	45.69%	232
PALM BEACH	100253	JUPITER MEDICAL CENTER	158	84	34.71%	242
PALM BEACH	100258	DELRAY MEDICAL CENTER	301	153	33.70%	454
PALM BEACH	104008	THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC	0	0		0
PALM BEACH	110006	PALMS WEST HOSPITAL	162	42	20.59%	204
PALM BEACH	110008	WEST BOCA MEDICAL CENTER	101	115	53.24%	216
PALM BEACH	110010	WELLINGTON REGIONAL MEDICAL CENTER	167	41	19.71%	208
PALM BEACH	110403	GOOD SAMARITAN MEDICAL CENTER	133	14	9.52%	147
PALM BEACH	23960072	SELECT SPECIALTY HOSPITAL- PALM BEACH	55	5	8.33%	60
PALM BEACH	23960074	KINDRED HOSPITAL THE PALM BEACHES	54	3	5.26%	57
PALM BEACH	23960098	BETHESDA HOSPITAL WEST	57	23	28.75%	80
PASCO	100046	ADVENTHEALTH ZEPHYRHILLS	121	16	11.68%	137
PASCO	100063	MORTON PLANT NORTH BAY HOSPITAL	173	26	13.07%	199
PASCO	100191	MEDICAL CENTER OF TRINITY	184	61	24.90%	245
PASCO	100211	ADVENTHEALTH DADE CITY	69	22	24.18%	91
PASCO	100256	REGIONAL MEDICAL CENTER BAYONET POINT	212	78	26.90%	290
PASCO	23960082	ADVENTHEALTH CONNERTON	61	4	6.15%	65
PASCO	23960099	ADVENTHEALTH WESLEY CHAPEL	101	10	9.01%	111
PASCO	23960102	MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER	56	5	8.20%	61
PASCO	23960110	MEDICAL CENTER OF TRINITY WEST PASCO CAMPUS	26	36	58.06%	62
PASCO	23960114	NORTH TAMPA BEHAVIORAL HEALTH	80	46	36.51%	126
PINELLAS	100015	LARGO MEDICAL CENTER - INDIAN ROCKS	85	22	20.56%	107
PINELLAS	100032	BAYFRONT HEALTH ST PETERSBURG	207	203	49.51%	410
PINELLAS	100043	MEASE DUNEDIN HOSPITAL	108	34	23.94%	142
PINELLAS	100055	ADVENTHEALTH NORTH PINELLAS	95	23	19.49%	118
PINELLAS	100067	ST ANTHONYS HOSPITAL	296	74	20.00%	370
PINELLAS	100126	PALMS OF PASADENA HOSPITAL	67	124	64.92%	191
PINELLAS	100127	MORTON PLANT HOSPITAL	362	47	11.49%	409
PINELLAS	100180	ST PETERSBURG GENERAL HOSPITAL	60	53	46.90%	113
PINELLAS	100238	NORTHSIDE HOSPITAL	135	7	4.93%	142
PINELLAS	100248	LARGO MEDICAL CENTER	223	75	25.17%	298
PINELLAS	100250	JOHNS HOPKINS ALL CHILDREN'S HOSPITAL	137	40	22.60%	177
PINELLAS	104017	WINDMOOR HEALTHCARE OF CLEARWATER	70	36	33.96%	106
PINELLAS	110001	MEASE COUNTRYSIDE HOSPITAL	211	62	22.71%	273
PINELLAS	110045	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LARGO	59	4	6.35%	63
PINELLAS	23960011	KINDRED HOSPITAL-BAY AREA-ST PETERSBURG	39	43	52.44%	82
PINELLAS	23960085	BAYCARE ALLIANT HOSPITAL	26	22	45.83%	48
POLK	100052	WINTER HAVEN HOSPITAL	293	29	9.01%	322
POLK	100099	ADVENTHEALTH LAKE WALES	52	108	67.50%	160
POLK	100121	BARTOW REGIONAL MEDICAL CENTER	33	8	19.51%	41
POLK	100137	ADVENTHEALTH HEART OF FLORIDA	89	102	53.40%	191
POLK	100157	LAKELAND REGIONAL MEDICAL CENTER	665	203	23.39%	868
POLK	120010	WINTER HAVEN WOMEN'S HOSPITAL	48	8	14.29%	56
PUTNAM	100232	PUTNAM COMMUNITY MEDICAL CENTER	61	23	27.38%	84
SANTA ROSA	100048	JAY HOSPITAL	8	13	61.90%	21
SANTA ROSA	100124	SANTA ROSA MEDICAL CENTER	68	85	55.56%	153
SANTA ROSA	104027	WEST FLORIDA COMMUNITY CARE CENTER	15	85	85.00%	100
SANTA ROSA	110003	GULF BREEZE HOSPITAL	38	48	55.81%	86
SARASOTA	100070	VENICE REGIONAL BAYFRONT HEALTH	104	176	62.86%	280
SARASOTA	100087	SARASOTA MEMORIAL HOSPITAL	626	35	5.30%	661
SARASOTA	100166	DOCTORS HOSPITAL OF SARASOTA	108	40	27.03%	148
SARASOTA	110004	ENGLEWOOD COMMUNITY HOSPITAL	35	17	32.69%	52
SARASOTA	110013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SARASOTA	58	32	35.56%	90
SARASOTA	23960049	PAM SPECIALTY HOSPITAL OF SARASOTA	28	12	30.00%	40
SEMINOLE	100161	CENTRAL FLORIDA REGIONAL HOSPITAL	141	67	32.21%	208
SEMINOLE	100263	ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL	158	42	21.00%	200
SEMINOLE	120004	ADVENTHEALTH ALTAMONTE SPRINGS	276	117	29.77%	393
SEMINOLE	23960115	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS	60	0	0.00%	60
SEMINOLE	23960121	OVIEDO MEDICAL CENTER	28	32	53.33%	60
ST. JOHNS	100219	FLAGLER HOSPITAL	183	147	44.55%	330
ST. LUCIE	100246	LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE	298	93	23.79%	391
ST. LUCIE	100260	ST LUCIE MEDICAL CENTER	161	68	29.69%	229
ST. LUCIE	110022	PORT ST LUCIE HOSPITAL	75	0	0.00%	75
ST. LUCIE	23960108	CLEVELAND CLINIC TRADITION HOSPITAL	145	32	18.08%	177
SUMTER	23960032	UF HEALTH THE VILLAGES HOSPITAL	171	136	44.30%	307
