County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,485	15,527	25.04%	62,012
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	904	161	15.12%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	425	99	18.89%	524
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	50	10	16.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	26	32.10%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	485	128	20.88%	613
BAY	100026	ASCENSION SACRED HEART BAY	113	32	22.07%	145
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	191	40	17.32%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	64	22	25.58%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	51	0	0.00%	51
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	373	116	23.72%	489
BREVARD	100028	PARRISH MEDICAL CENTER	104	71	40.57%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	127	57	30.98%	184
BREVARD	100177	CAPE CANAVERAL HOSPITAL	82	58	41.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	70	0	0.00%	70
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	89	30	25.21%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	33	72	68.57%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	42	18	30.00%	60
BREVARD	23960092	VIERA HOSPITAL	46	38	45.24%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	44	12	21.43%	56
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	594	186	23.85%	780
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	392	12	2.97%	404
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	79	40	33.61%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	210	20	8.70%	230
BROWARD	100073	HOLY CROSS HOSPITAL	214	134	38.51%	348
BROWARD	100086	BROWARD HEALTH NORTH	235	11	4.47%	246
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	52	12	18.75%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	125	115	47.92%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	195	95	32.76%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	106	2	1.85%	108
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	178	20	10.10%	198
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	154	163	51.42%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	115	16	12.21%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	202	48	19.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	130	17	11.56%	147
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	17	9	34.62%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	94	16	14.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	308	0	0.00%	308
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	32	18	36.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	175	14	7.41%	189
BROWARD	111527	MEMORIAL HOSPITAL WEST	419	33	7.30%	452
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	128	50	28.09%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	3	7	70.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	97	29	23.02%	126
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	171	62	26.61%	233
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	155	98	38.74%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	137	67	32.84%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	82	9	9.89%	91
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	61	12	16.44%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	323	32	9.01%	355
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	86	40	31.75%	126
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	281	38	11.91%	319
COLLIER	110043	WILLOUGH AT NAPLES, THE	57	30	34.48%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	237	37	13.50%	274
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
