County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	5,080	1,112	17.96%	6,192	399	212	34.70%	611
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	233	27	10.38%	260	32	15	31.91%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	46	2	4.17%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	44	16	26.67%	60	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	23	0	0.00%	23	1	4	80.00%	5
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	52	16	23.53%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	11	1	8.33%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	25	6	19.35%	31	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	7	5	41.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	8	4	33.33%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	5	7	58.33%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	6	2	25.00%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	16	4	20.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	55	10	15.38%	65	19	3	13.64%	22
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	44	1	2.22%	45	9	1	10.00%	10
