County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	50,116	12,646	20.15%	62,762
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	918	137	12.99%	1,055
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	473	72	13.21%	545
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	49	11	18.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	65	16	19.75%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	481	132	21.53%	613
BAY	100026	ASCENSION SACRED HEART BAY	134	18	11.84%	152
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	210	37	14.98%	247
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	64	22	25.58%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	2	4.00%	50
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	26	4	13.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	428	78	15.42%	506
BREVARD	100028	PARRISH MEDICAL CENTER	110	63	36.42%	173
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	131	57	30.32%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	89	51	36.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	68	0	0.00%	68
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	94	25	21.01%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	48	57	54.29%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	40	20	33.33%	60
BREVARD	23960092	VIERA HOSPITAL	62	22	26.19%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	44	12	21.43%	56
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	625	164	20.79%	789
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	398	28	6.57%	426
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	75	44	36.97%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	220	10	4.35%	230
BROWARD	100073	HOLY CROSS HOSPITAL	251	97	27.87%	348
BROWARD	100086	BROWARD HEALTH NORTH	226	11	4.64%	237
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	52	14	21.21%	66
BROWARD	100167	PLANTATION GENERAL HOSPITAL	149	91	37.92%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	226	64	22.07%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	122	15	10.95%	137
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	181	13	6.70%	194
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	144	173	54.57%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	120	11	8.40%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	210	40	16.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	148	14	8.64%	162
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	89	21	19.09%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	310	0	0.00%	310
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	187	8	4.10%	195
BROWARD	111527	MEMORIAL HOSPITAL WEST	442	34	7.14%	476
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	151	27	15.17%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	3	7	70.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	96	32	25.00%	128
