County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,696	14,100	23.58%	59,796
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	772	274	26.20%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	361	63	14.86%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	6	12.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	63	18	22.22%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	37	11	22.92%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	3	37.50%	8
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	511	102	16.64%	613
BAY	100026	ASCENSION SACRED HEART BAY	125	30	19.35%	155
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	165	66	28.57%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	54	32	37.21%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	393	110	21.87%	503
BREVARD	100028	PARRISH MEDICAL CENTER	104	49	32.03%	153
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	157	21	11.80%	178
BREVARD	100177	CAPE CANAVERAL HOSPITAL	72	68	48.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	4	6.56%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	83	32	27.83%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	41	21	33.87%	62
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	37	23	38.33%	60
BREVARD	23960092	VIERA HOSPITAL	66	18	21.43%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	22	48.89%	45
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	612	125	16.96%	737
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	437	64	12.77%	501
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	73	46	38.66%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	209	21	9.13%	230
BROWARD	100073	HOLY CROSS HOSPITAL	216	132	37.93%	348
BROWARD	100086	BROWARD HEALTH NORTH	245	8	3.16%	253
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	43	11	20.37%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	135	129	48.86%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	207	77	27.11%	284
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	88	43	32.82%	131
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	182	10	5.21%	192
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	183	134	42.27%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	89	30	25.21%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	199	51	20.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	149	12	7.45%	161
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	11	15	57.69%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	75	35	31.82%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	294	0	0.00%	294
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	25	15	37.50%	40
