County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,793	11,976	20.04%	59,769
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	862	184	17.59%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	370	54	12.74%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	43	7	14.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	26	32.10%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	36	12	25.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	3	30.00%	10
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	518	95	15.50%	613
BAY	100026	ASCENSION SACRED HEART BAY	126	41	24.55%	167
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	198	37	15.74%	235
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	50	36	41.86%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	11	19.64%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	435	83	16.02%	518
BREVARD	100028	PARRISH MEDICAL CENTER	94	55	36.91%	149
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	47	25.00%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	79	71	47.33%	150
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	54	11	16.92%	65
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	114	11	8.80%	125
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	48	26	35.14%	74
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	31	29	48.33%	60
BREVARD	23960092	VIERA HOSPITAL	73	11	13.10%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	16	28	63.64%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	630	106	14.40%	736
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	406	75	15.59%	481
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	75	34	31.19%	109
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	228	6	2.56%	234
BROWARD	100073	HOLY CROSS HOSPITAL	235	113	32.47%	348
BROWARD	100086	BROWARD HEALTH NORTH	246	2	0.81%	248
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	39	15	27.78%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	143	121	45.83%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	240	63	20.79%	303
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	100	38	27.54%	138
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	184	11	5.64%	195
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	180	137	43.22%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	87	32	26.89%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	219	31	12.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	152	9	5.59%	161
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	8	18	69.23%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	82	28	25.45%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	297	0	0.00%	297
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	28	12	30.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
