County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,749	14,899	24.17%	61,648
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	893	153	14.63%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	459	45	8.93%	504
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	52	8	13.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	53	28	34.57%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	7	50.00%	14
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	483	130	21.21%	613
BAY	100026	ASCENSION SACRED HEART BAY	128	23	15.23%	151
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	202	31	13.30%	233
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	69	16	18.82%	85
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	48	0	0.00%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	20	10	33.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	400	108	21.26%	508
BREVARD	100028	PARRISH MEDICAL CENTER	88	91	50.84%	179
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	125	66	34.55%	191
BREVARD	100177	CAPE CANAVERAL HOSPITAL	117	19	13.97%	136
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	58	2	3.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	111	4	3.48%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	46	59	56.19%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	41	19	31.67%	60
BREVARD	23960092	VIERA HOSPITAL	68	15	18.07%	83
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	31	14	31.11%	45
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	716	131	15.47%	847
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	365	18	4.70%	383
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	71	48	40.34%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	222	8	3.48%	230
BROWARD	100073	HOLY CROSS HOSPITAL	226	122	35.06%	348
BROWARD	100086	BROWARD HEALTH NORTH	211	11	4.95%	222
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	38	26	40.63%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	120	144	54.55%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	220	75	25.42%	295
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	122	19	13.48%	141
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	177	15	7.81%	192
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	167	150	47.32%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	108	11	9.24%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	202	48	19.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	123	12	8.89%	135
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	14	12	46.15%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	88	22	20.00%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	293	0	0.00%	293
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	40	10	20.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	5	5.15%	97
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	150	7	4.46%	157
BROWARD	111527	MEMORIAL HOSPITAL WEST	321	34	9.58%	355
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	127	51	28.65%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	8	2	20.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	87	40	31.50%	127
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	189	51	21.25%	240
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	176	77	30.43%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	145	74	33.79%	219
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	85	16	15.84%	101
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	44	29	39.73%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	321	36	10.08%	357
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	101	33	24.63%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	255	24	8.60%	279
COLLIER	110043	WILLOUGH AT NAPLES, THE	76	6	7.32%	82
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	201	44	17.96%	245
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	101	8	7.34%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	60	40	40.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	25	25	50.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	102	0	0.00%	102
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	17	38	69.09%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	482	121	20.07%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	325	187	36.52%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	408	48	10.53%	456
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	93	47	33.57%	140
DUVAL	100151	MAYO CLINIC	315	4	1.25%	319
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	351	148	29.66%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	139	4	2.80%	143
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	14	8	36.36%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	67	17	20.24%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	274	27	8.97%	301
DUVAL	23960061	WEKIVA SPRINGS	80	59	42.45%	139
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	129	108	45.57%	237
DUVAL	23960123	UF HEALTH NORTH	82	10	10.87%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	175	24	12.06%	199
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	388	154	28.41%	542
ESCAMBIA	100093	BAPTIST HOSPITAL	310	116	27.23%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	316	97	23.49%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	70	5	6.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	86	13	13.13%	99
