County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,155	16,479	27.18%	60,634
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	866	180	17.21%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	396	63	13.73%	459
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	42	18	30.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	35	46	56.79%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	46	2	4.17%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	488	125	20.39%	613
BAY	100026	ASCENSION SACRED HEART BAY	109	31	22.14%	140
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	196	31	13.66%	227
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	61	25	29.07%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	38	18	32.14%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	20	10	33.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	390	106	21.37%	496
BREVARD	100028	PARRISH MEDICAL CENTER	91	83	47.70%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	147	49	25.00%	196
BREVARD	100177	CAPE CANAVERAL HOSPITAL	82	58	41.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	82	33	28.70%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	34	71	67.62%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	40	20	33.33%	60
BREVARD	23960092	VIERA HOSPITAL	58	26	30.95%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	33	11	25.00%	44
