County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,580	1,553	25.32%	6,133	376	273	42.06%	649
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	218	42	16.15%	260	36	11	23.40%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	35	13	27.08%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	27	17	38.64%	44	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	19	1	5.00%	20	1	3	75.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	57	1	1.72%	58	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	4	8	66.67%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	21	8	27.59%	29	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	10	2	16.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	9	3	25.00%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	6	6	50.00%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	6	2	25.00%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	14	6	30.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	54	19	26.03%	73	26	28	51.85%	54
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	44	0	0.00%	44	5	3	37.50%	8
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	5	3	37.50%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	32	16	33.33%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	30	12	28.57%	42	3	9	75.00%	12
BROWARD	100086	BROWARD HEALTH NORTH	27	0	0.00%	27	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	6	2	25.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	14	6	30.00%	20	2	6	75.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	17	13	43.33%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	8	0	0.00%	8	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	28	8	22.22%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	7	8	53.33%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	26	6	18.75%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	11	0	0.00%	11	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	10	6	37.50%	16	0	0		0
BROWARD	111527	MEMORIAL HOSPITAL WEST	22	0	0.00%	22	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	14	4	22.22%	18	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	9	2	18.18%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	19	2	9.52%	21	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	16	3	15.79%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	16	8	33.33%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	16	0	0.00%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	6	0	0.00%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	26	2	7.14%	28	2	2	50.00%	4
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	9	7	43.75%	16	0	0		0
