County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,626	14,131	23.26%	60,757
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	875	171	16.35%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	421	58	12.11%	479
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	49	11	18.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	50	31	38.27%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	46	2	4.17%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	4	36.36%	11
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	125	488	79.61%	613
BAY	100026	ASCENSION SACRED HEART BAY	128	27	17.42%	155
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	217	31	12.50%	248
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	66	20	23.26%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	35	21	37.50%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	10	20	66.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	393	113	22.33%	506
BREVARD	100028	PARRISH MEDICAL CENTER	94	85	47.49%	179
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	167	38	18.54%	205
BREVARD	100177	CAPE CANAVERAL HOSPITAL	84	54	39.13%	138
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	55	5	8.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	110	5	4.35%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	54	51	48.57%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	54	6	10.00%	60
BREVARD	23960092	VIERA HOSPITAL	64	20	23.81%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	28	16	36.36%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	593	164	21.66%	757
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	387	19	4.68%	406
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	229	1	0.43%	230
BROWARD	100073	HOLY CROSS HOSPITAL	208	140	40.23%	348
BROWARD	100086	BROWARD HEALTH NORTH	234	0	0.00%	234
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	36	26	41.94%	62
BROWARD	100167	PLANTATION GENERAL HOSPITAL	150	114	43.18%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	211	79	27.24%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	117	7	5.65%	124
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	171	16	8.56%	187
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	165	152	47.95%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	30	49	62.03%	79
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	228	22	8.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	165	18	9.84%	183
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	10	16	61.54%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	89	21	19.09%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	290	0	0.00%	290
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	11	27.50%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	1	1.08%	93
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	157	14	8.19%	171
BROWARD	111527	MEMORIAL HOSPITAL WEST	416	36	7.96%	452
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	142	36	20.22%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	6	4	40.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	156	76	32.76%	232
