County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,940	15,410	25.53%	60,350
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	903	143	13.67%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	394	63	13.79%	457
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	16	26.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	48	33	40.74%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	482	131	21.37%	613
BAY	100026	ASCENSION SACRED HEART BAY	121	23	15.97%	144
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	204	39	16.05%	243
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	64	22	25.58%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	37	19	33.93%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	14	16	53.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	415	93	18.31%	508
BREVARD	100028	PARRISH MEDICAL CENTER	90	87	49.15%	177
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	130	37	22.16%	167
BREVARD	100177	CAPE CANAVERAL HOSPITAL	87	53	37.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	31	0	0.00%	31
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	74	41	35.65%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	49	56	53.33%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	52	8	13.33%	60
BREVARD	23960092	VIERA HOSPITAL	68	16	19.05%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	25	19	43.18%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	509	129	20.22%	638
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	372	48	11.43%	420
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	39	32.77%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	208	22	9.57%	230
BROWARD	100073	HOLY CROSS HOSPITAL	200	148	42.53%	348
BROWARD	100086	BROWARD HEALTH NORTH	238	2	0.83%	240
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	35	29	45.31%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	156	108	40.91%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	229	73	24.17%	302
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	87	12	12.12%	99
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	150	37	19.79%	187
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	178	139	43.85%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	76	23	23.23%	99
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	196	54	21.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	149	28	15.82%	177
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	10	16	61.54%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	95	15	13.64%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	282	0	0.00%	282
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	26	14	35.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	151	10	6.21%	161
BROWARD	111527	MEMORIAL HOSPITAL WEST	356	36	9.18%	392
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	136	32	19.05%	168
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	9	1	10.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	141	89	38.70%	230
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	157	78	33.19%	235
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	140	113	44.66%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	132	81	38.03%	213
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	67	10	12.99%	77
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	46	27	36.99%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	325	39	10.71%	364
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	99	12	10.81%	111
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	202	48	19.20%	250
COLLIER	110043	WILLOUGH AT NAPLES, THE	72	7	8.86%	79
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	200	46	18.70%	246
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	90	19	17.43%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	62	38	38.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	27	23	46.00%	50
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	8	6	42.86%	14
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	88	3	3.30%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	20	35	63.64%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	451	152	25.21%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	285	227	44.34%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	426	44	9.36%	470
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	109	41	27.33%	150
DUVAL	100151	MAYO CLINIC	268	36	11.84%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	323	176	35.27%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	138	1	0.72%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	19	3	13.64%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	51	33	39.29%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	236	65	21.59%	301
DUVAL	23960061	WEKIVA SPRINGS	66	53	44.54%	119
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	116	121	51.05%	237
DUVAL	23960123	UF HEALTH NORTH	92	2	2.13%	94
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	143	56	28.14%	199
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	366	190	34.17%	556
ESCAMBIA	100093	BAPTIST HOSPITAL	316	110	25.82%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	273	157	36.51%	430
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	59	16	21.33%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	71	28	28.28%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	1	14	93.33%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	766	183	19.28%	949
GULF	23960084	ASCENSION SACRED HEART GULF	4	17	80.95%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	7	22	75.86%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	70	30	30.00%	100
HERNANDO	100264	OAK HILL HOSPITAL	257	93	26.57%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	58	0	0.00%	58
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	56	70	55.56%	126
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	53	27	33.75%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	47	17	26.56%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	150	21	12.28%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	12	7	36.84%	19
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	75	26	25.74%	101
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	522	60	10.31%	582
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	54	19	26.03%	73
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	780	210	21.21%	990
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	79	9	10.23%	88
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	75	14	15.73%	89
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	415	121	22.57%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	104	10	8.77%	114
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	344	134	28.03%	478
