County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,557	1,567	25.59%	6,124	728	297	28.98%	1,025
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	211	49	18.85%	260	35	12	25.53%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	40	8	16.67%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	31	13	29.55%	44	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	19	1	5.00%	20	1	3	75.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	44	14	24.14%	58	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	9	3	25.00%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	18	11	37.93%	29	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	11	1	8.33%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	11	5	31.25%	16	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	4	8	66.67%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	4	4	50.00%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	17	3	15.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	60	7	10.45%	67	38	16	29.63%	54
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	44	0	0.00%	44	10	1	9.09%	11
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	0	8	100.00%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	41	7	14.58%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	24	18	42.86%	42	0	0		0
BROWARD	100086	BROWARD HEALTH NORTH	24	0	0.00%	24	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	5	3	37.50%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	13	7	35.00%	20	3	5	62.50%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	16	14	46.67%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	8	2	20.00%	10	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	29	7	19.44%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	13	2	13.33%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	31	1	3.13%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	10	2	16.67%	12	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	17	0	0.00%	17	1	1	50.00%	2
BROWARD	111527	MEMORIAL HOSPITAL WEST	33	0	0.00%	33	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	16	7	30.43%	23	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	4	8	66.67%	12	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	21	0	0.00%	21	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	18	1	5.26%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	17	7	29.17%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	15	1	6.25%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	6	0	0.00%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	22	6	21.43%	28	1	3	75.00%	4
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	8	9	52.94%	17	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	19	12	38.71%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	6	10	62.50%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	16	0	0.00%	16	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	11	1	8.33%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	8	2	20.00%	10	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	12	0	0.00%	12	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	4	4	50.00%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	88	12	12.00%	100	3	5	62.50%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	31	27	46.55%	58	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	50	22	30.56%	72	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	16	8	33.33%	24	0	0		0
DUVAL	100151	MAYO CLINIC	35	19	35.19%	54	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	17	25	59.52%	42	0	0		0
