County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,313	15,917	26.43%	60,230
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	868	178	17.02%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	405	71	14.92%	476
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	45	15	25.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	26	32.10%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	482	131	21.37%	613
BAY	100026	ASCENSION SACRED HEART BAY	121	20	14.18%	141
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	187	44	19.05%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	66	20	23.26%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	15	27.27%	55
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	15	15	50.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	406	100	19.76%	506
BREVARD	100028	PARRISH MEDICAL CENTER	83	94	53.11%	177
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	123	43	25.90%	166
BREVARD	100177	CAPE CANAVERAL HOSPITAL	81	59	42.14%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	28	0	0.00%	28
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	73	42	36.52%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	38	67	63.81%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	51	9	15.00%	60
BREVARD	23960092	VIERA HOSPITAL	61	23	27.38%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	31	13	29.55%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	584	121	17.16%	705
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	396	52	11.61%	448
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	39	32.77%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	208	22	9.57%	230
BROWARD	100073	HOLY CROSS HOSPITAL	179	169	48.56%	348
BROWARD	100086	BROWARD HEALTH NORTH	236	1	0.42%	237
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	36	28	43.75%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	146	118	44.70%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	191	103	35.03%	294
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	105	29	21.64%	134
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	152	45	22.84%	197
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	182	135	42.59%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	75	24	24.24%	99
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	183	67	26.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	151	23	13.22%	174
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	9	17	65.38%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	90	20	18.18%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	282	0	0.00%	282
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	34	6	15.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	140	19	11.95%	159
BROWARD	111527	MEMORIAL HOSPITAL WEST	339	40	10.55%	379
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	133	45	25.28%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	4	6	60.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	170	60	26.09%	230
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	144	78	35.14%	222
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	150	103	40.71%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	120	84	41.18%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	70	18	20.45%	88
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	45	28	38.36%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	333	34	9.26%	367
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	84	21	20.00%	105
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	184	55	23.01%	239
COLLIER	110043	WILLOUGH AT NAPLES, THE	75	4	5.06%	79
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	195	49	20.08%	244
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	94	15	13.76%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	59	41	41.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	27	23	46.00%	50
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	8	6	42.86%	14
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	91	0	0.00%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	24	31	56.36%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	469	134	22.22%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	288	220	43.31%	508
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	425	46	9.77%	471
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	93	57	38.00%	150
DUVAL	100151	MAYO CLINIC	239	65	21.38%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	329	170	34.07%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	136	3	2.16%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	18	4	18.18%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	68	16	19.05%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	221	80	26.58%	301
DUVAL	23960061	WEKIVA SPRINGS	75	53	41.41%	128
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	110	117	51.54%	227
DUVAL	23960123	UF HEALTH NORTH	85	7	7.61%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	138	60	30.30%	198
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	375	173	31.57%	548
ESCAMBIA	100093	BAPTIST HOSPITAL	311	115	27.00%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	259	171	39.77%	430
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	60	15	20.00%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	80	21	20.79%	101
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	15	100.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	760	189	19.92%	949
GULF	23960084	ASCENSION SACRED HEART GULF	4	17	80.95%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	10	19	65.52%	29
