County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	5,213	1,050	16.77%	6,263	435	241	35.65%	676
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	232	28	10.77%	260	44	3	6.38%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	38	10	20.83%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	34	10	22.73%	44	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	17	3	15.00%	20	0	4	100.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	55	13	19.12%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	10	2	16.67%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	27	11	28.95%	38	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	10	2	16.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	12	4	25.00%	16	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	8	4	33.33%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	11	9	45.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	63	10	13.70%	73	33	21	38.89%	54
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	50	0	0.00%	50	7	1	12.50%	8
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	8	1	11.11%	9	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	41	7	14.58%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	28	14	33.33%	42	0	12	100.00%	12
BROWARD	100086	BROWARD HEALTH NORTH	32	0	0.00%	32	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	8	0	0.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	13	7	35.00%	20	5	3	37.50%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	17	13	43.33%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	7	3	30.00%	10	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	27	9	25.00%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	7	8	53.33%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	27	5	15.63%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	16	0	0.00%	16	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
