County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	49,794	12,207	19.69%	62,001
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	914	132	12.62%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	500	43	7.92%	543
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	47	13	21.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	46	35	43.21%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	10	2	16.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	502	111	18.11%	613
BAY	100026	ASCENSION SACRED HEART BAY	134	18	11.84%	152
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	227	24	9.56%	251
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	60	27	31.03%	87
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	438	75	14.62%	513
BREVARD	100028	PARRISH MEDICAL CENTER	108	68	38.64%	176
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	143	50	25.91%	193
BREVARD	100177	CAPE CANAVERAL HOSPITAL	96	44	31.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	56	4	6.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	94	28	22.95%	122
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	42	63	60.00%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	37	23	38.33%	60
BREVARD	23960092	VIERA HOSPITAL	77	6	7.23%	83
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	27	17	38.64%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	649	151	18.88%	800
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	415	24	5.47%	439
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	81	38	31.93%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	229	1	0.43%	230
BROWARD	100073	HOLY CROSS HOSPITAL	266	82	23.56%	348
BROWARD	100086	BROWARD HEALTH NORTH	231	19	7.60%	250
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	36	28	43.75%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	154	86	35.83%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	238	54	18.49%	292
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	116	15	11.45%	131
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	190	9	4.52%	199
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	185	132	41.64%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	84	35	29.41%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	227	23	9.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	155	4	2.52%	159
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	7	19	73.08%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	95	15	13.64%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	303	0	0.00%	303
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	26	24	48.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	2	2.13%	94
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	185	10	5.13%	195
BROWARD	111527	MEMORIAL HOSPITAL WEST	399	38	8.70%	437
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	144	38	20.88%	182
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	8	2	20.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	115	14	10.85%	129
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	188	63	25.10%	251
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	177	76	30.04%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	169	44	20.66%	213
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	88	12	12.00%	100
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	56	17	23.29%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	331	45	11.97%	376
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	106	28	20.90%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	252	40	13.70%	292
COLLIER	110043	WILLOUGH AT NAPLES, THE	55	32	36.78%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	232	37	13.75%	269
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	93	7	7.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	21	29	58.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	103	0	0.00%	103
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	41	17	29.31%	58
DUVAL	100001	UF HEALTH JACKSONVILLE	533	70	11.61%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	321	170	34.62%	491
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	440	44	9.09%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	119	31	20.67%	150
DUVAL	100151	MAYO CLINIC	302	6	1.95%	308
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	331	168	33.67%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	134	6	4.29%	140
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	25	2	7.41%	27
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	52	32	38.10%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	272	50	15.53%	322
DUVAL	23960061	WEKIVA SPRINGS	65	59	47.58%	124
