County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	43,780	16,579	27.47%	60,359
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	848	198	18.93%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	416	63	13.15%	479
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	58	2	3.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	65	15	18.75%	80
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	46	2	4.17%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	1	11	91.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	449	164	26.75%	613
BAY	100026	ASCENSION SACRED HEART BAY	115	21	15.44%	136
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	176	53	23.14%	229
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	68	18	20.93%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	2	4.76%	42
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	26	4	13.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	395	101	20.36%	496
BREVARD	100028	PARRISH MEDICAL CENTER	114	60	34.48%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	119	69	36.70%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	73	67	47.86%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	47	8	14.55%	55
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	98	16	14.04%	114
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	26	79	75.24%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	38	22	36.67%	60
BREVARD	23960092	VIERA HOSPITAL	54	20	27.03%	74
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	33	11	25.00%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	630	154	19.64%	784
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	365	30	7.59%	395
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	75	44	36.97%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	173	57	24.78%	230
BROWARD	100073	HOLY CROSS HOSPITAL	210	138	39.66%	348
BROWARD	100086	BROWARD HEALTH NORTH	235	8	3.29%	243
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	37	27	42.19%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	111	153	57.95%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	186	108	36.73%	294
