County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,431	14,921	23.93%	62,352
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	879	186	17.46%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	461	70	13.18%	531
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	52	8	13.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	48	33	40.74%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	41	7	14.58%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	3	9	75.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	471	142	23.16%	613
BAY	100026	ASCENSION SACRED HEART BAY	134	22	14.10%	156
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	184	47	20.35%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	74	12	13.95%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	4	8.16%	49
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	28	2	6.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	412	94	18.58%	506
BREVARD	100028	PARRISH MEDICAL CENTER	105	70	40.00%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	131	57	30.32%	188
BREVARD	100177	CAPE CANAVERAL HOSPITAL	77	63	45.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	0	0.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	84	30	26.32%	114
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	33	72	68.57%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	43	17	28.33%	60
BREVARD	23960092	VIERA HOSPITAL	59	25	29.76%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	45	10	18.18%	55
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	574	209	26.69%	783
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	379	29	7.11%	408
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	193	37	16.09%	230
BROWARD	100073	HOLY CROSS HOSPITAL	224	124	35.63%	348
BROWARD	100086	BROWARD HEALTH NORTH	222	4	1.77%	226
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	51	13	20.31%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	119	121	50.42%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	206	84	28.97%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	102	7	6.42%	109
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	183	13	6.63%	196
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	143	175	55.03%	318
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	121	10	7.63%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	218	32	12.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	147	7	4.55%	154
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	11	15	57.69%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	93	17	15.45%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	312	0	0.00%	312
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	32	18	36.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	191	4	2.05%	195
BROWARD	111527	MEMORIAL HOSPITAL WEST	426	43	9.17%	469
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	120	58	32.58%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	3	7	70.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	104	24	18.75%	128
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	161	68	29.69%	229
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	177	76	30.04%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	117	87	42.65%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	73	16	17.98%	89
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	61	12	16.44%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	306	42	12.07%	348
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	94	32	25.40%	126
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	283	36	11.29%	319
COLLIER	110043	WILLOUGH AT NAPLES, THE	55	32	36.78%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	247	35	12.41%	282
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	108	1	0.92%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	94	6	6.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	29	21	42.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	91	0	0.00%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	32	26	44.83%	58
