County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,641	14,646	24.29%	60,287
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	816	230	21.99%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	432	39	8.28%	471
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	51	9	15.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	66	15	18.52%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	118	495	80.75%	613
BAY	100026	ASCENSION SACRED HEART BAY	133	21	13.64%	154
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	197	34	14.72%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	61	25	29.07%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	31	25	44.64%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	10	20	66.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	373	137	26.86%	510
BREVARD	100028	PARRISH MEDICAL CENTER	121	53	30.46%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	140	33	19.08%	173
BREVARD	100177	CAPE CANAVERAL HOSPITAL	74	66	47.14%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	4	6.56%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	74	41	35.65%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	27	78	74.29%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	44	16	26.67%	60
BREVARD	23960092	VIERA HOSPITAL	60	24	28.57%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	25	19	43.18%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	617	149	19.45%	766
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	396	25	5.94%	421
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	41	33.88%	121
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	168	62	26.96%	230
BROWARD	100073	HOLY CROSS HOSPITAL	204	144	41.38%	348
BROWARD	100086	BROWARD HEALTH NORTH	240	4	1.64%	244
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	41	15	26.79%	56
BROWARD	100167	PLANTATION GENERAL HOSPITAL	140	124	46.97%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	210	79	27.34%	289
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	134	10	6.94%	144
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	185	13	6.57%	198
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	177	140	44.16%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	96	23	19.33%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	214	36	14.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	176	18	9.28%	194
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	13	13	50.00%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	81	29	26.36%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	298	0	0.00%	298
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	34	6	15.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	4	4.17%	96
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	154	17	9.94%	171
BROWARD	111527	MEMORIAL HOSPITAL WEST	415	39	8.59%	454
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	148	30	16.85%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	5	50.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	164	66	28.70%	230
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	158	59	27.19%	217
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	140	113	44.66%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	124	80	39.22%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	73	18	19.78%	91
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	35	24	40.68%	59
CLAY	100226	ORANGE PARK MEDICAL CENTER	335	54	13.88%	389
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	93	13	12.26%	106
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	225	44	16.36%	269
COLLIER	110043	WILLOUGH AT NAPLES, THE	56	18	24.32%	74
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	204	64	23.88%	268
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	103	2	1.90%	105
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	70	30	30.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	30	20	40.00%	50
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	20	10	33.33%	30
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	105	0	0.00%	105
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	26	29	52.73%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	479	124	20.56%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	345	171	33.14%	516
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	438	119	21.36%	557
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	129	62	32.46%	191
DUVAL	100151	MAYO CLINIC	250	54	17.76%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	338	161	32.26%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	125	14	10.07%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	20	2	9.09%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	62	22	26.19%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	323	85	20.83%	408
DUVAL	23960061	WEKIVA SPRINGS	75	53	41.41%	128
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	123	120	49.38%	243
DUVAL	23960123	UF HEALTH NORTH	79	13	14.13%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	144	83	36.56%	227
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	378	129	25.44%	507
ESCAMBIA	100093	BAPTIST HOSPITAL	318	108	25.35%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	274	139	33.66%	413
