County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,626	1,337	22.42%	5,963	378	230	37.83%	608
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	229	31	11.92%	260	38	9	19.15%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	46	2	4.17%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	28	0	0.00%	28	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	20	0	0.00%	20	3	1	25.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	53	15	22.06%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	8	4	33.33%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	28	3	9.68%	31	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	11	1	8.33%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	10	2	16.67%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	0	12	100.00%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	18	2	10.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	56	15	21.13%	71	17	13	43.33%	30
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	41	1	2.38%	42	6	0	0.00%	6
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	7	1	12.50%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	44	4	8.33%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	31	11	26.19%	42	0	12	100.00%	12
BROWARD	100086	BROWARD HEALTH NORTH	30	2	6.25%	32	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	6	2	25.00%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	12	8	40.00%	20	2	6	75.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	15	15	50.00%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	7	1	12.50%	8	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	32	4	11.11%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	13	2	13.33%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	27	5	15.63%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	11	3	21.43%	14	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	14	3	17.65%	17	0	0		0
BROWARD	111527	MEMORIAL HOSPITAL WEST	28	0	0.00%	28	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	15	5	25.00%	20	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	8	3	27.27%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	14	7	33.33%	21	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	18	1	5.26%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	16	8	33.33%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	10	6	37.50%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	6	0	0.00%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	27	1	3.57%	28	3	1	25.00%	4
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	10	6	37.50%	16	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	11	20	64.52%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	7	9	56.25%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	16	0	0.00%	16	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	7	5	41.67%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	10	0	0.00%	10	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	18	0	0.00%	18	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	1	7	87.50%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	84	16	16.00%	100	8	0	0.00%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	34	34	50.00%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	56	16	22.22%	72	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	12	12	50.00%	24	0	0		0
DUVAL	100151	MAYO CLINIC	44	10	18.52%	54	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	30	12	28.57%	42	0	0		0
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	0	0		0	0	0		0
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	0	0		0	0	0		0
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	18	17	48.57%	35	0	0		0
DUVAL	23960061	WEKIVA SPRINGS	0	0		0	0	0		0
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	9	9	50.00%	18	0	0		0
DUVAL	23960123	UF HEALTH NORTH	22	2	8.33%	24	0	0		0
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	0	0		0	15	17	53.13%	32
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	37	14	27.45%	51	4	6	60.00%	10
ESCAMBIA	100093	BAPTIST HOSPITAL	38	10	20.83%	48	0	0		0
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	34	2	5.56%	36	2	4	66.67%	6
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	6	0	0.00%	6	0	0		0
FLAGLER	100118	ADVENTHEALTH PALM COAST	17	1	5.56%	18	0	0		0
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	0		0	0	0		0
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	0	0		0	0	0		0
HARDEE	100282	ADVENTHEALTH WAUCHULA	0	0		0	0	0		0
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	0	4	100.00%	4	0	0		0
