County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,456	14,464	23.36%	61,920
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	876	189	17.75%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	442	47	9.61%	489
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	55	5	8.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	47	34	41.98%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	43	5	10.42%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	1	11	91.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	477	136	22.19%	613
BAY	100026	ASCENSION SACRED HEART BAY	125	24	16.11%	149
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	201	42	17.28%	243
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	68	19	21.84%	87
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	41	7	14.58%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	27	3	10.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	403	103	20.36%	506
BREVARD	100028	PARRISH MEDICAL CENTER	117	58	33.14%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	147	57	27.94%	204
BREVARD	100177	CAPE CANAVERAL HOSPITAL	77	63	45.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	63	0	0.00%	63
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	85	34	28.57%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	27	78	74.29%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
