County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,935	14,823	24.40%	60,758
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	882	164	15.68%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	401	61	13.20%	462
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	57	3	5.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	52	28	35.00%	80
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	44	4	8.33%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	465	148	24.14%	613
BAY	100026	ASCENSION SACRED HEART BAY	116	25	17.73%	141
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	212	34	13.82%	246
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	72	14	16.28%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	19	11	36.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	472	69	12.75%	541
BREVARD	100028	PARRISH MEDICAL CENTER	109	65	37.36%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	133	42	24.00%	175
BREVARD	100177	CAPE CANAVERAL HOSPITAL	100	40	28.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	21	29	58.00%	50
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	93	22	19.13%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	38	67	63.81%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	48	12	20.00%	60
BREVARD	23960092	VIERA HOSPITAL	73	11	13.10%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	36	8	18.18%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	672	118	14.94%	790
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	370	51	12.11%	421
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	217	13	5.65%	230
BROWARD	100073	HOLY CROSS HOSPITAL	206	142	40.80%	348
BROWARD	100086	BROWARD HEALTH NORTH	227	8	3.40%	235
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	37	27	42.19%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	115	149	56.44%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	185	107	36.64%	292
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	87	30	25.64%	117
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	172	16	8.51%	188
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	176	141	44.48%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	86	33	27.73%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	215	35	14.00%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	139	28	16.77%	167
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	5	21	80.77%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	88	22	20.00%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	283	0	0.00%	283
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	3	3.16%	95
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	154	20	11.49%	174
BROWARD	111527	MEMORIAL HOSPITAL WEST	368	27	6.84%	395
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	141	37	20.79%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	8	2	20.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	105	20	16.00%	125
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	159	79	33.19%	238
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	153	100	39.53%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	141	63	30.88%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	85	10	10.53%	95
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	42	31	42.47%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	307	49	13.76%	356
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	103	23	18.25%	126
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	247	42	14.53%	289
COLLIER	110043	WILLOUGH AT NAPLES, THE	66	15	18.52%	81
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	203	31	13.25%	234
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	106	3	2.75%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	70	30	30.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	29	21	42.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	95	0	0.00%	95
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	15	40	72.73%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	488	115	19.07%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	312	207	39.88%	519
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	448	25	5.29%	473
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	105	45	30.00%	150
DUVAL	100151	MAYO CLINIC	274	30	9.87%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	312	187	37.47%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	138	1	0.72%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	19	3	13.64%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	60	24	28.57%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	250	51	16.94%	301
DUVAL	23960061	WEKIVA SPRINGS	82	53	39.26%	135
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	139	123	46.95%	262
