County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	45,375	15,174	25.06%	60,549
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	892	154	14.72%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	422	48	10.21%	470
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	52	8	13.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	56	24	30.00%	80
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	46	2	4.17%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	465	148	24.14%	613
BAY	100026	ASCENSION SACRED HEART BAY	116	25	17.73%	141
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	220	33	13.04%	253
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	66	20	23.26%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	42	14	25.00%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	19	11	36.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	447	59	11.66%	506
BREVARD	100028	PARRISH MEDICAL CENTER	97	77	44.25%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	121	49	28.82%	170
BREVARD	100177	CAPE CANAVERAL HOSPITAL	100	40	28.57%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	24	26	52.00%	50
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	94	21	18.26%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	33	72	68.57%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	82	2	2.38%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	31	13	29.55%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	667	124	15.68%	791
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	377	50	11.71%	427
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	76	43	36.13%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	225	5	2.17%	230
BROWARD	100073	HOLY CROSS HOSPITAL	207	141	40.52%	348
BROWARD	100086	BROWARD HEALTH NORTH	223	9	3.88%	232
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	41	23	35.94%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	108	156	59.09%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	194	96	33.10%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	90	21	18.92%	111
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	166	19	10.27%	185
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	172	145	45.74%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	84	35	29.41%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	204	46	18.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	138	44	24.18%	182
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	5	21	80.77%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	89	21	19.09%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	284	0	0.00%	284
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	28	22	44.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	3	3.16%	95
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	166	15	8.29%	181
BROWARD	111527	MEMORIAL HOSPITAL WEST	359	27	6.99%	386
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	140	38	21.35%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	6	4	40.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	97	30	23.62%	127
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	168	71	29.71%	239
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	145	108	42.69%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	144	60	29.41%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	82	9	9.89%	91
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	41	32	43.84%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	299	57	16.01%	356
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	112	24	17.65%	136
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	252	46	15.44%	298
COLLIER	110043	WILLOUGH AT NAPLES, THE	60	21	25.93%	81
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	215	45	17.31%	260
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	101	8	7.34%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	62	38	38.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	29	21	42.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	94	0	0.00%	94
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	16	39	70.91%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	477	126	20.90%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	312	200	39.06%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	431	31	6.71%	462
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	100	50	33.33%	150
DUVAL	100151	MAYO CLINIC	261	43	14.14%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	307	192	38.48%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	139	0	0.00%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	20	2	9.09%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	55	29	34.52%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	241	60	19.93%	301
DUVAL	23960061	WEKIVA SPRINGS	82	53	39.26%	135
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	130	131	50.19%	261
DUVAL	23960123	UF HEALTH NORTH	77	15	16.30%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	144	54	27.27%	198
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	409	149	26.70%	558
ESCAMBIA	100093	BAPTIST HOSPITAL	287	127	30.68%	414
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	292	138	32.09%	430
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	67	8	10.67%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	85	14	14.14%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	1	14	93.33%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	749	200	21.07%	949
GULF	23960084	ASCENSION SACRED HEART GULF	6	15	71.43%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	23	2	8.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	6	23	79.31%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	61	49	44.55%	110
HERNANDO	100264	OAK HILL HOSPITAL	248	102	29.14%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	67	0	0.00%	67
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	44	105	70.47%	149
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	54	26	32.50%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	30	34	53.13%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	123	18	12.77%	141
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	14	10	41.67%	24
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	79	19	19.39%	98
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	494	55	10.02%	549
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	48	23	32.39%	71
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	817	156	16.03%	973
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	82	4	4.65%	86
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	61	28	31.46%	89
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	348	188	35.07%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	86	18	17.31%	104
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	352	142	28.74%	494
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	34	18	34.62%	52
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	83	0	0.00%	83
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	30	12.10%	248
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	96	37	27.82%	133
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	110	22	16.67%	132
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	60	0	0.00%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	5	15	75.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	178	133	42.77%	311
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	60	12	16.67%	72
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	53	12	18.46%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	42	54	56.25%	96
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	195	20	9.30%	215
LAKE	100057	ADVENTHEALTH WATERMAN	214	86	28.67%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	265	65	19.70%	330
