County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,038	16,273	26.98%	60,311
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	865	181	17.30%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	394	63	13.79%	457
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	45	15	25.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	55	26	32.10%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	6	50.00%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	482	131	21.37%	613
BAY	100026	ASCENSION SACRED HEART BAY	121	29	19.33%	150
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	200	39	16.32%	239
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	64	22	25.58%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	37	19	33.93%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	14	16	53.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	417	89	17.59%	506
BREVARD	100028	PARRISH MEDICAL CENTER	84	93	52.54%	177
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	124	43	25.75%	167
BREVARD	100177	CAPE CANAVERAL HOSPITAL	84	56	40.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	29	0	0.00%	29
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	73	42	36.52%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	38	67	63.81%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	51	9	15.00%	60
BREVARD	23960092	VIERA HOSPITAL	58	26	30.95%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	28	16	36.36%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	569	119	17.30%	688
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	388	43	9.98%	431
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	80	39	32.77%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	208	22	9.57%	230
BROWARD	100073	HOLY CROSS HOSPITAL	179	169	48.56%	348
BROWARD	100086	BROWARD HEALTH NORTH	234	1	0.43%	235
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	34	30	46.88%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	150	114	43.18%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	205	88	30.03%	293
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	92	8	8.00%	100
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	150	41	21.47%	191
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	179	138	43.53%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	76	23	23.23%	99
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	176	74	29.60%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	147	20	11.98%	167
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	10	16	61.54%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	90	20	18.18%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	282	0	0.00%	282
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	30	10	25.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	158	15	8.67%	173
BROWARD	111527	MEMORIAL HOSPITAL WEST	355	32	8.27%	387
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	132	46	25.84%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	5	5	50.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	158	72	31.30%	230
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	146	74	33.64%	220
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	132	121	47.83%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	124	84	40.38%	208
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	74	15	16.85%	89
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	46	27	36.99%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	331	36	9.81%	367
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	90	16	15.09%	106
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	222	47	17.47%	269
COLLIER	110043	WILLOUGH AT NAPLES, THE	75	4	5.06%	79
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	185	70	27.45%	255
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	90	19	17.43%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	55	47	46.08%	102
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	27	23	46.00%	50
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	8	6	42.86%	14
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	85	6	6.59%	91
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	25	30	54.55%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	456	147	24.38%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	280	232	45.31%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	425	45	9.57%	470
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	97	53	35.33%	150
DUVAL	100151	MAYO CLINIC	225	79	25.99%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	323	176	35.27%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	136	3	2.16%	139
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	18	4	18.18%	22
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	66	18	21.43%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	214	89	29.37%	303
DUVAL	23960061	WEKIVA SPRINGS	66	53	44.54%	119
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	117	126	51.85%	243
DUVAL	23960123	UF HEALTH NORTH	84	8	8.70%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	145	53	26.77%	198
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	377	180	32.32%	557
ESCAMBIA	100093	BAPTIST HOSPITAL	307	119	27.93%	426
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	243	187	43.49%	430
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	60	15	20.00%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	68	31	31.31%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	15	100.00%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	766	183	19.28%	949
GULF	23960084	ASCENSION SACRED HEART GULF	3	18	85.71%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	10	19	65.52%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	68	32	32.00%	100
HERNANDO	100264	OAK HILL HOSPITAL	267	83	23.71%	350
HERNANDO	110054	SPRINGBROOK HOSPITAL	61	0	0.00%	61
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	54	73	57.48%	127
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	53	27	33.75%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	37	27	42.19%	64
HIGHLANDS	100109	ADVENTHEALTH SEBRING	135	36	21.05%	171
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	12	8	40.00%	20
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	83	26	23.85%	109
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	492	70	12.46%	562
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	54	19	26.03%	73
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	751	231	23.52%	982
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	95	6	5.94%	101
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	67	22	24.72%	89
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	383	153	28.54%	536
