County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,963	12,156	20.56%	59,119
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	837	209	19.98%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	365	59	13.92%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	45	5	10.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	58	23	28.40%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	34	14	29.17%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	10	3	23.08%	13
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	518	95	15.50%	613
BAY	100026	ASCENSION SACRED HEART BAY	125	30	19.35%	155
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	197	34	14.72%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	46	40	46.51%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	11	19.64%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	398	111	21.81%	509
BREVARD	100028	PARRISH MEDICAL CENTER	86	62	41.89%	148
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	133	47	26.11%	180
BREVARD	100177	CAPE CANAVERAL HOSPITAL	74	66	47.14%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	54	11	16.92%	65
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	100	15	13.04%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	40	23	36.51%	63
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	32	28	46.67%	60
BREVARD	23960092	VIERA HOSPITAL	65	19	22.62%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	18	26	59.09%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	573	151	20.86%	724
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	420	61	12.68%	481
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	73	36	33.03%	109
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	211	19	8.26%	230
BROWARD	100073	HOLY CROSS HOSPITAL	209	139	39.94%	348
BROWARD	100086	BROWARD HEALTH NORTH	249	10	3.86%	259
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	39	15	27.78%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	135	129	48.86%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	209	75	26.41%	284
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	104	31	22.96%	135
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	182	15	7.61%	197
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	178	139	43.85%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	95	24	20.17%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	229	21	8.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	139	22	13.66%	161
