County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,218	13,741	22.92%	59,959
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	794	252	24.09%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	366	58	13.68%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	42	8	16.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	69	12	14.81%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	39	9	18.75%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	6	3	33.33%	9
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	511	102	16.64%	613
BAY	100026	ASCENSION SACRED HEART BAY	126	34	21.25%	160
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	172	59	25.54%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	57	29	33.72%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	41	15	26.79%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	387	119	23.52%	506
BREVARD	100028	PARRISH MEDICAL CENTER	117	36	23.53%	153
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	157	21	11.80%	178
BREVARD	100177	CAPE CANAVERAL HOSPITAL	69	71	50.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	59	1	1.67%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	83	32	27.83%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	43	20	31.75%	63
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	37	23	38.33%	60
BREVARD	23960092	VIERA HOSPITAL	72	12	14.29%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	33	11	25.00%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	650	117	15.25%	767
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	449	50	10.02%	499
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	71	48	40.34%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	205	25	10.87%	230
BROWARD	100073	HOLY CROSS HOSPITAL	203	145	41.67%	348
BROWARD	100086	BROWARD HEALTH NORTH	243	19	7.25%	262
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	43	11	20.37%	54
BROWARD	100167	PLANTATION GENERAL HOSPITAL	130	134	50.76%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	213	72	25.26%	285
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	102	5	4.67%	107
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	190	17	8.21%	207
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	188	129	40.69%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	88	46	34.33%	134
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	207	43	17.20%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	153	6	3.77%	159
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	80	30	27.27%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	294	0	0.00%	294
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	26	14	35.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	189	24	11.27%	213
BROWARD	111527	MEMORIAL HOSPITAL WEST	419	50	10.66%	469
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	149	29	16.29%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	6	4	40.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	156	78	33.33%	234
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	138	77	35.81%	215
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	159	94	37.15%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	136	68	33.33%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	75	38	33.63%	113
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	36	23	38.98%	59
CLAY	100226	ORANGE PARK MEDICAL CENTER	326	49	13.07%	375
