County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,614	14,737	24.02%	61,351
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	869	177	16.92%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	450	47	9.46%	497
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	54	6	10.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	70	11	13.58%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	47	1	2.08%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	8	4	33.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	476	137	22.35%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	32	21.19%	151
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	214	30	12.30%	244
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	57	30	34.48%	87
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	43	5	10.42%	48
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	18	12	40.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	406	90	18.15%	496
BREVARD	100028	PARRISH MEDICAL CENTER	110	64	36.78%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	123	63	33.87%	186
BREVARD	100177	CAPE CANAVERAL HOSPITAL	90	50	35.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	58	2	3.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	92	23	20.00%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	50	55	52.38%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	44	16	26.67%	60
BREVARD	23960092	VIERA HOSPITAL	68	16	19.05%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	30	14	31.82%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	705	142	16.77%	847
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	384	22	5.42%	406
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	70	49	41.18%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	219	11	4.78%	230
BROWARD	100073	HOLY CROSS HOSPITAL	231	117	33.62%	348
BROWARD	100086	BROWARD HEALTH NORTH	240	8	3.23%	248
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	37	27	42.19%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	134	130	49.24%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	214	76	26.21%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	95	2	2.06%	97
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	161	33	17.01%	194
