County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,206	14,832	24.30%	61,038
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	847	199	19.02%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	429	56	11.55%	485
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	50	10	16.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	51	30	37.04%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	37	11	22.92%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	5	41.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	507	106	17.29%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	29	19.59%	148
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	215	35	14.00%	250
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	56	33	37.08%	89
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	38	18	32.14%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	24	6	20.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	402	94	18.95%	496
BREVARD	100028	PARRISH MEDICAL CENTER	106	72	40.45%	178
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	144	50	25.77%	194
BREVARD	100177	CAPE CANAVERAL HOSPITAL	75	65	46.43%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	92	23	20.00%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	25	80	76.19%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	37	23	38.33%	60
BREVARD	23960092	VIERA HOSPITAL	58	26	30.95%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	21	47.73%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	579	224	27.90%	803
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	378	26	6.44%	404
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	81	38	31.93%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	215	15	6.52%	230
BROWARD	100073	HOLY CROSS HOSPITAL	192	156	44.83%	348
BROWARD	100086	BROWARD HEALTH NORTH	221	9	3.91%	230
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	40	24	37.50%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	130	110	45.83%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	215	76	26.12%	291
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	117	0	0.00%	117
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	178	18	9.18%	196
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	160	157	49.53%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	79	40	33.61%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	213	37	14.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	132	14	9.59%	146
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	6	20	76.92%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	86	24	21.82%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	295	0	0.00%	295
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	29	21	42.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	2	2.13%	94
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	153	5	3.16%	158
BROWARD	111527	MEMORIAL HOSPITAL WEST	333	52	13.51%	385
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	137	47	25.54%	184
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	9	1	10.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	107	23	17.69%	130
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	157	59	27.31%	216
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	179	74	29.25%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	132	72	35.29%	204
