County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	47,000	14,250	23.27%	61,250
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	889	171	16.13%	1,060
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	470	49	9.44%	519
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	50	10	16.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	47	34	41.98%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	37	11	22.92%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	8	4	33.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	507	106	17.29%	613
BAY	100026	ASCENSION SACRED HEART BAY	119	29	19.59%	148
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	204	38	15.70%	242
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	51	35	40.70%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	24	6	20.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	402	94	18.95%	496
BREVARD	100028	PARRISH MEDICAL CENTER	124	50	28.74%	174
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	141	50	26.18%	191
BREVARD	100177	CAPE CANAVERAL HOSPITAL	83	57	40.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	3	5.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	93	22	19.13%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	32	73	69.52%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	39	21	35.00%	60
BREVARD	23960092	VIERA HOSPITAL	52	32	38.10%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	21	47.73%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	599	188	23.89%	787
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	387	34	8.08%	421
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	81	38	31.93%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	217	13	5.65%	230
BROWARD	100073	HOLY CROSS HOSPITAL	213	135	38.79%	348
BROWARD	100086	BROWARD HEALTH NORTH	224	6	2.61%	230
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	41	24	36.92%	65
BROWARD	100167	PLANTATION GENERAL HOSPITAL	122	118	49.17%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	228	65	22.18%	293
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	116	8	6.45%	124
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	178	18	9.18%	196
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	166	151	47.63%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	85	34	28.57%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	213	37	14.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	144	8	5.26%	152
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	6	20	76.92%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	83	23	21.70%	106
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	295	0	0.00%	295
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	27	23	46.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	2	2.13%	94
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	177	12	6.35%	189
BROWARD	111527	MEMORIAL HOSPITAL WEST	349	56	13.83%	405
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	138	40	22.47%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	8	2	20.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	108	19	14.96%	127
