County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	4,848	1,254	20.55%	6,102	366	254	40.97%	620
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	246	14	5.38%	260	35	12	25.53%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	46	2	4.17%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	33	7	17.50%	40	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	18	2	10.00%	20	2	2	50.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	48	20	29.41%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	8	4	33.33%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	25	2	7.41%	27	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	9	3	25.00%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	8	4	33.33%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	7	5	41.67%	12	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	19	1	5.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	57	15	20.83%	72	17	12	41.38%	29
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	34	2	5.56%	36	10	0	0.00%	10
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	5	3	37.50%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	45	3	6.25%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	29	13	30.95%	42	5	7	58.33%	12
BROWARD	100086	BROWARD HEALTH NORTH	31	0	0.00%	31	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	5	3	37.50%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	13	7	35.00%	20	3	5	62.50%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	19	11	36.67%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	7	2	22.22%	9	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	32	4	11.11%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	10	5	33.33%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	25	7	21.88%	32	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	15	7	31.82%	22	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	18	1	5.26%	19	1	3	75.00%	4
BROWARD	111527	MEMORIAL HOSPITAL WEST	55	0	0.00%	55	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	23	1	4.17%	24	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	9	2	18.18%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	15	4	21.05%	19	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	15	4	21.05%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	21	3	12.50%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	15	1	6.25%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	5	1	16.67%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	24	4	14.29%	28	3	11	78.57%	14
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	6	2	25.00%	8	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	9	22	70.97%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	10	6	37.50%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	13	3	18.75%	16	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	9	3	25.00%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	9	1	10.00%	10	0	0		0
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	1	3	75.00%	4	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	13	3	18.75%	16	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	6	2	25.00%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	84	16	16.00%	100	3	5	62.50%	8
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	39	29	42.65%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	65	11	14.47%	76	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	22	2	8.33%	24	0	0		0
DUVAL	100151	MAYO CLINIC	38	16	29.63%	54	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	32	10	23.81%	42	0	0		0
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	0	0		0	0	0		0
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	0	0		0	0	0		0
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	25	10	28.57%	35	0	0		0
DUVAL	23960061	WEKIVA SPRINGS	0	0		0	0	0		0
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	9	9	50.00%	18	0	0		0
DUVAL	23960123	UF HEALTH NORTH	22	2	8.33%	24	0	0		0
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	0	0		0	10	22	68.75%	32
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	45	5	10.00%	50	5	5	50.00%	10
ESCAMBIA	100093	BAPTIST HOSPITAL	48	0	0.00%	48	0	0		0
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	34	2	5.56%	36	0	6	100.00%	6
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	6	0	0.00%	6	0	0		0
FLAGLER	100118	ADVENTHEALTH PALM COAST	10	8	44.44%	18	0	0		0
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	0		0	0	0		0
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	0	0		0	0	0		0
HARDEE	100282	ADVENTHEALTH WAUCHULA	0	0		0	0	0		0
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	0	4	100.00%	4	0	0		0
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	14	4	22.22%	18	0	0		0
HERNANDO	100264	OAK HILL HOSPITAL	36	0	0.00%	36	0	0		0
HERNANDO	110054	SPRINGBROOK HOSPITAL	0	0		0	0	0		0
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	7	1	12.50%	8	0	0		0
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	0	0		0	0	0		0
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	13	3	18.75%	16	0	0		0
HIGHLANDS	100109	ADVENTHEALTH SEBRING	12	0	0.00%	12	0	0		0
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	1	1	50.00%	2	0	0		0
