County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,792	13,070	21.83%	59,862
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	814	232	22.18%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	363	61	14.39%	424
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	44	6	12.00%	50
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	59	22	27.16%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	37	11	22.92%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	3	60.00%	5
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	512	101	16.48%	613
BAY	100026	ASCENSION SACRED HEART BAY	123	39	24.07%	162
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	171	59	25.65%	230
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	54	32	37.21%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	41	15	26.79%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	404	104	20.47%	508
BREVARD	100028	PARRISH MEDICAL CENTER	105	48	31.37%	153
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	157	21	11.80%	178
BREVARD	100177	CAPE CANAVERAL HOSPITAL	77	63	45.00%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	57	4	6.56%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	88	11	11.11%	99
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	42	26	38.24%	68
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	38	22	36.67%	60
