County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,868	14,860	24.88%	59,728
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	876	170	16.25%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	425	47	9.96%	472
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	53	7	11.67%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	53	28	34.57%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	5	7	58.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	125	488	79.61%	613
BAY	100026	ASCENSION SACRED HEART BAY	128	34	20.99%	162
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	213	36	14.46%	249
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	54	32	37.21%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	33	23	41.07%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	10	20	66.67%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	418	88	17.39%	506
BREVARD	100028	PARRISH MEDICAL CENTER	95	80	45.71%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	129	35	21.34%	164
BREVARD	100177	CAPE CANAVERAL HOSPITAL	69	71	50.71%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	58	3	4.92%	61
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	72	43	37.39%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	37	68	64.76%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	52	8	13.33%	60
BREVARD	23960092	VIERA HOSPITAL	63	21	25.00%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	20	24	54.55%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	776	134	14.73%	910
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	388	19	4.67%	407
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	78	41	34.45%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	219	11	4.78%	230
BROWARD	100073	HOLY CROSS HOSPITAL	200	148	42.53%	348
BROWARD	100086	BROWARD HEALTH NORTH	233	8	3.32%	241
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	42	11	20.75%	53
BROWARD	100167	PLANTATION GENERAL HOSPITAL	142	122	46.21%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	210	79	27.34%	289
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	102	7	6.42%	109
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	171	21	10.94%	192
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	171	146	46.06%	317
