County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	46,549	13,368	22.31%	59,917
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	869	177	16.92%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	448	48	9.68%	496
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	52	8	13.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	54	27	33.33%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	48	0	0.00%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	7	5	41.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	125	488	79.61%	613
BAY	100026	ASCENSION SACRED HEART BAY	122	19	13.48%	141
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	190	46	19.49%	236
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	67	19	22.09%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	30	26	46.43%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	9	21	70.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	410	96	18.97%	506
BREVARD	100028	PARRISH MEDICAL CENTER	96	83	46.37%	179
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	140	26	15.66%	166
BREVARD	100177	CAPE CANAVERAL HOSPITAL	61	77	55.80%	138
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	60	0	0.00%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	86	29	25.22%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	40	65	61.90%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	49	11	18.33%	60
BREVARD	23960092	VIERA HOSPITAL	59	25	29.76%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	17	27	61.36%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	589	165	21.88%	754
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	368	33	8.23%	401
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	75	44	36.97%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	217	13	5.65%	230
BROWARD	100073	HOLY CROSS HOSPITAL	215	133	38.22%	348
BROWARD	100086	BROWARD HEALTH NORTH	234	2	0.85%	236
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	40	13	24.53%	53
BROWARD	100167	PLANTATION GENERAL HOSPITAL	144	120	45.45%	264
BROWARD	100189	NORTHWEST MEDICAL CENTER	204	86	29.66%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	109	20	15.50%	129
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	174	16	8.42%	190
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	160	157	49.53%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	61	58	48.74%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	234	16	6.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	174	7	3.87%	181
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	12	14	53.85%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	91	19	17.27%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	293	0	0.00%	293
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	24	16	40.00%	40
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	2	2.13%	94
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	166	9	5.14%	175
BROWARD	111527	MEMORIAL HOSPITAL WEST	436	34	7.23%	470
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	155	23	12.92%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	2	8	80.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	170	61	26.41%	231
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	156	67	30.04%	223
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	163	90	35.57%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	149	55	26.96%	204
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	80	20	20.00%	100
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	48	11	18.64%	59
CLAY	100226	ORANGE PARK MEDICAL CENTER	343	51	12.94%	394
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	97	9	8.49%	106
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	240	27	10.11%	267
COLLIER	110043	WILLOUGH AT NAPLES, THE	63	17	21.25%	80
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	204	52	20.31%	256
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	96	13	11.93%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	36	39	52.00%	75
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	29	20	40.82%	49
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	13	4	23.53%	17
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	89	5	5.32%	94
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	34	21	38.18%	55
DUVAL	100001	UF HEALTH JACKSONVILLE	461	142	23.55%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	370	148	28.57%	518
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	439	44	9.11%	483
