County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	49,525	12,932	20.71%	62,457
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	892	173	16.24%	1,065
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	459	69	13.07%	528
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	54	6	10.00%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	68	13	16.05%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	42	6	12.50%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	2	10	83.33%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	479	134	21.86%	613
BAY	100026	ASCENSION SACRED HEART BAY	132	24	15.38%	156
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	158	73	31.60%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	63	23	26.74%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	45	6	11.76%	51
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	26	4	13.33%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	416	90	17.79%	506
BREVARD	100028	PARRISH MEDICAL CENTER	110	65	37.14%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	144	57	28.36%	201
BREVARD	100177	CAPE CANAVERAL HOSPITAL	93	65	41.14%	158
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	64	0	0.00%	64
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	109	10	8.40%	119
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	46	59	56.19%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	59	25	29.76%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	23	18	43.90%	41
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	591	196	24.90%	787
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	397	41	9.36%	438
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	77	42	35.29%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	218	12	5.22%	230
BROWARD	100073	HOLY CROSS HOSPITAL	212	136	39.08%	348
BROWARD	100086	BROWARD HEALTH NORTH	275	0	0.00%	275
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	50	14	21.88%	64
BROWARD	100167	PLANTATION GENERAL HOSPITAL	142	98	40.83%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	213	77	26.55%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	111	14	11.20%	125
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	175	28	13.79%	203
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	147	170	53.63%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	114	17	12.98%	131
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	219	31	12.40%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	165	6	3.51%	171
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	11	15	57.69%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	98	12	10.91%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	305	0	0.00%	305
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	41	9	18.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	175	12	6.42%	187
BROWARD	111527	MEMORIAL HOSPITAL WEST	429	35	7.54%	464
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	137	41	23.03%	178
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	4	6	60.00%	10
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	114	14	10.94%	128
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	164	57	25.79%	221
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	184	69	27.27%	253
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	147	67	31.31%	214
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	79	19	19.39%	98
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	60	13	17.81%	73
CLAY	100226	ORANGE PARK MEDICAL CENTER	310	46	12.92%	356
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	106	28	20.90%	134
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	276	21	7.07%	297
COLLIER	110043	WILLOUGH AT NAPLES, THE	51	36	41.38%	87
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	236	32	11.94%	268
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	109	0	0.00%	109
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	100	0	0.00%	100
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	29	21	42.00%	50
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	98	0	0.00%	98
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	30	28	48.28%	58
DUVAL	100001	UF HEALTH JACKSONVILLE	436	167	27.69%	603
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	331	181	35.35%	512
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	441	43	8.88%	484
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	112	38	25.33%	150
DUVAL	100151	MAYO CLINIC	287	17	5.59%	304
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	339	160	32.06%	499
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	135	11	7.53%	146
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	28	2	6.67%	30
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	50	34	40.48%	84
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	271	52	16.10%	323
DUVAL	23960061	WEKIVA SPRINGS	50	59	54.13%	109
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	122	94	43.52%	216
DUVAL	23960123	UF HEALTH NORTH	88	4	4.35%	92
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	162	22	11.96%	184
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	400	142	26.20%	542
ESCAMBIA	100093	BAPTIST HOSPITAL	347	86	19.86%	433
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	285	128	30.99%	413
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	68	7	9.33%	75
FLAGLER	100118	ADVENTHEALTH PALM COAST	90	9	9.09%	99
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	2	13	86.67%	15
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	4	100.00%	4
GADSDEN	104000	FLORIDA STATE HOSPITAL	652	297	31.30%	949
GULF	23960084	ASCENSION SACRED HEART GULF	7	14	66.67%	21
HARDEE	100282	ADVENTHEALTH WAUCHULA	25	0	0.00%	25
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	9	20	68.97%	29
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	66	48	42.11%	114
HERNANDO	100264	OAK HILL HOSPITAL	338	27	7.40%	365
HERNANDO	110054	SPRINGBROOK HOSPITAL	71	0	0.00%	71
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	73	51	41.13%	124
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	63	17	21.25%	80
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	64	4	5.88%	68
HIGHLANDS	100109	ADVENTHEALTH SEBRING	170	6	3.41%	176
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	21	8	27.59%	29
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	104	11	9.57%	115
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	604	127	17.37%	731
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	48	13	21.31%	61
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	992	171	14.70%	1,163
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	100	13	11.50%	113
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	75	15	16.67%	90
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	492	44	8.21%	536
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	101	6	5.61%	107
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	392	108	21.60%	500
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	25	19	43.18%	44
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	81	59	42.14%	140
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	218	32	12.80%	250
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	112	21	15.79%	133
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	162	20	10.99%	182
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	57	3	5.00%	60
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	10	10	50.00%	20
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	218	93	29.90%	311
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	81	11	11.96%	92
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	51	14	21.54%	65
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0
JACKSON	100142	JACKSON HOSPITAL	46	46	50.00%	92
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	214	23	9.70%	237
LAKE	100057	ADVENTHEALTH WATERMAN	240	60	20.00%	300
LAKE	100084	UF HEALTH LEESBURG HOSPITAL INC	285	75	20.83%	360
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	8	13	61.90%	21
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	25	21	45.65%	46
LEE	100012	LEE MEMORIAL HOSPITAL	293	35	10.67%	328
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	36	8	18.18%	44
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	474	91	16.11%	565
LEE	100244	CAPE CORAL HOSPITAL	271	17	5.90%	288
LEE	120005	HEALTHPARK MEDICAL CENTER	368	74	16.74%	442
LEE	23960103	PARK ROYAL HOSPITAL	103	11	9.65%	114
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	48	12	20.00%	60
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	434	31	6.67%	465
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	250	22	8.09%	272
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	33	22	40.00%	55
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	18	14	43.75%	32
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	42	6	12.50%	48
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	10	6	37.50%	16
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	239	39	14.03%	278
MANATEE	100213	BLAKE MEDICAL CENTER	270	12	4.26%	282
MANATEE	110028	CENTERSTONE OF FLORIDA	33	4	10.81%	37
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	31	29	48.33%	60
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	101	13	11.40%	114
MARION	100062	ADVENTHEALTH OCALA	300	11	3.54%	311
MARION	100212	OCALA REGIONAL MEDICAL CENTER	275	13	4.51%	288
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	186	0	0.00%	186
