County	FileNumber	ProviderName	Bed Census	Available	Available Capacity	Total Staffed Bed Capacity
Grand Total	Total	Total	44,186	16,619	27.33%	60,805
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	810	236	22.56%	1,046
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	404	58	12.55%	462
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	46	14	23.33%	60
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	52	29	35.80%	81
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	46	2	4.17%	48
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	4	8	66.67%	12
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	495	118	19.25%	613
BAY	100026	ASCENSION SACRED HEART BAY	122	21	14.69%	143
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	189	42	18.18%	231
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	60	26	30.23%	86
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	40	16	28.57%	56
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	21	9	30.00%	30
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	5	5	50.00%	10
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	418	86	17.06%	504
BREVARD	100028	PARRISH MEDICAL CENTER	91	84	48.00%	175
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	137	64	31.84%	201
BREVARD	100177	CAPE CANAVERAL HOSPITAL	85	55	39.29%	140
BREVARD	104024	CIRCLES OF CARE, INC	32	20	38.46%	52
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	55	5	8.33%	60
BREVARD	110036	DEVEREUX FLORIDA	100	0	0.00%	100
BREVARD	120007	PALM BAY HOSPITAL	83	32	27.83%	115
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	36	69	65.71%	105
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	47	13	21.67%	60
BREVARD	23960092	VIERA HOSPITAL	50	34	40.48%	84
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	35	9	20.45%	44
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	574	202	26.03%	776
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	364	24	6.19%	388
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	74	45	37.82%	119
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	200	30	13.04%	230
BROWARD	100073	HOLY CROSS HOSPITAL	196	152	43.68%	348
BROWARD	100086	BROWARD HEALTH NORTH	270	10	3.57%	280
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	47	16	25.40%	63
BROWARD	100167	PLANTATION GENERAL HOSPITAL	119	121	50.42%	240
BROWARD	100189	NORTHWEST MEDICAL CENTER	201	89	30.69%	290
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	112	2	1.75%	114
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	147	48	24.62%	195
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	146	171	53.94%	317
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	101	18	15.13%	119
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	188	62	24.80%	250
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	122	11	8.27%	133
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	10	16	61.54%	26
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	94	16	14.55%	110
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	303	0	0.00%	303
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	26	24	48.00%	50
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	92	0	0.00%	92
