County	FileNumber	ProviderName	Adult ICU Census	Available Adult ICU	Available Adult ICU 	Total AdultICU Capacity	Pediatric ICU Census	Available Pediatric ICU	Available Pediatric ICU 	Total PediatricICU Capacity
Grand Total	Total	Total	5,181	1,000	16.18%	6,181	381	238	38.45%	619
ALACHUA	100113	UF HEALTH SHANDS HOSPITAL	231	29	11.15%	260	32	15	31.91%	47
ALACHUA	100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	45	3	6.25%	48	0	0		0
ALACHUA	110025	UF HEALTH REHAB HOSPITAL	0	0		0	0	0		0
ALACHUA	120011	UF HEALTH SHANDS PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
ALACHUA	23960071	SELECT SPECIALTY HOSPITAL GAINESVILLE	0	0		0	0	0		0
BAKER	100134	ED FRASER MEMORIAL HOSPITAL	0	0		0	0	0		0
BAKER	104007	NORTHEAST FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BAY	100026	ASCENSION SACRED HEART BAY	37	4	9.76%	41	0	0		0
BAY	100242	GULF COAST REGIONAL MEDICAL CENTER	17	3	15.00%	20	2	2	50.00%	4
BAY	110034	EMERALD COAST BEHAVIORAL HOSPITAL	0	0		0	0	0		0
BAY	23960013	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY	0	0		0	0	0		0
BAY	23960045	SELECT SPECIALTY HOSPITAL - PANAMA CITY	0	0		0	0	0		0
BRADFORD	100103	NORTH FLORIDA REGIONAL MEDICAL CENTER STARKE CAMPUS	0	0		0	0	0		0
BREVARD	100019	HOLMES REGIONAL MEDICAL CENTER	52	16	23.53%	68	0	0		0
BREVARD	100028	PARRISH MEDICAL CENTER	9	3	25.00%	12	0	0		0
BREVARD	100092	ROCKLEDGE REGIONAL MEDICAL CENTER	19	12	38.71%	31	0	0		0
BREVARD	100177	CAPE CANAVERAL HOSPITAL	7	5	41.67%	12	0	0		0
BREVARD	104024	CIRCLES OF CARE, INC	0	0		0	0	0		0
BREVARD	110027	SEA PINES REHABILITATION HOSPITAL AFFILIATE OF ENCOMPASS HEALTH	0	0		0	0	0		0
BREVARD	110036	DEVEREUX FLORIDA	0	0		0	0	0		0
BREVARD	120007	PALM BAY HOSPITAL	8	4	33.33%	12	0	0		0
BREVARD	23960034	MELBOURNE REGIONAL MEDICAL CENTER	6	16	72.73%	22	0	0		0
BREVARD	23960090	KINDRED HOSPITAL MELBOURNE	5	3	37.50%	8	0	0		0
BREVARD	23960092	VIERA HOSPITAL	10	10	50.00%	20	0	0		0
BREVARD	23960153	PALM POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
BROWARD	100038	MEMORIAL REGIONAL HOSPITAL	57	15	20.83%	72	18	12	40.00%	30
BROWARD	100039	BROWARD HEALTH MEDICAL CENTER	42	0	0.00%	42	10	0	0.00%	10
BROWARD	100042	KINDRED HOSPITAL-SOUTH FLORIDA-HOLLYWOOD	6	2	25.00%	8	0	0		0
BROWARD	100056	CLEVELAND CLINIC HOSPITAL	48	0	0.00%	48	0	0		0
BROWARD	100073	HOLY CROSS HOSPITAL	36	6	14.29%	42	6	6	50.00%	12
BROWARD	100086	BROWARD HEALTH NORTH	33	0	0.00%	33	0	0		0
BROWARD	100120	KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE	7	1	12.50%	8	0	0		0
BROWARD	100167	PLANTATION GENERAL HOSPITAL	19	1	5.00%	20	0	8	100.00%	8
BROWARD	100189	NORTHWEST MEDICAL CENTER	24	6	20.00%	30	0	0		0
BROWARD	100200	BROWARD HEALTH IMPERIAL POINT	8	1	11.11%	9	0	0		0
BROWARD	100210	FLORIDA MEDICAL CENTER - A CAMPUS OF NORTH SHORE	30	6	16.67%	36	0	0		0
BROWARD	100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	9	6	40.00%	15	0	0		0
BROWARD	100225	MEMORIAL REGIONAL HOSPITAL SOUTH	0	0		0	0	0		0
BROWARD	100228	WESTSIDE REGIONAL MEDICAL CENTER	34	0	0.00%	34	0	0		0
BROWARD	100230	MEMORIAL HOSPITAL PEMBROKE	21	3	12.50%	24	0	0		0
BROWARD	103027	ST ANTHONY'S REHABILITATION HOSPITAL	0	0		0	0	0		0
BROWARD	103028	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUNRISE	0	0		0	0	0		0
BROWARD	104001	SOUTH FLORIDA STATE HOSPITAL	0	0		0	0	0		0
BROWARD	104015	LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES	0	0		0	0	0		0
BROWARD	104026	FORT LAUDERDALE BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
BROWARD	110019	BROWARD HEALTH CORAL SPRINGS	23	0	0.00%	23	0	0		0
BROWARD	111527	MEMORIAL HOSPITAL WEST	54	1	1.82%	55	0	0		0
BROWARD	23960050	MEMORIAL HOSPITAL MIRAMAR	23	0	0.00%	23	0	0		0
CALHOUN	100112	CALHOUN-LIBERTY HOSPITAL	0	0		0	0	0		0
CHARLOTTE	100047	BAYFRONT HEALTH PUNTA GORDA	8	3	27.27%	11	0	0		0
CHARLOTTE	100077	BAYFRONT HEALTH PORT CHARLOTTE	14	5	26.32%	19	0	0		0
CHARLOTTE	100236	FAWCETT MEMORIAL HOSPITAL	19	0	0.00%	19	0	0		0
CITRUS	100023	CITRUS MEMORIAL HOSPITAL	14	10	41.67%	24	0	0		0
CITRUS	100249	BAYFRONT HEALTH SEVEN RIVERS	15	1	6.25%	16	0	0		0
CLAY	100016	KINDRED HOSPITAL-NORTH FLORIDA	5	1	16.67%	6	0	0		0
CLAY	100226	ORANGE PARK MEDICAL CENTER	27	1	3.57%	28	5	9	64.29%	14
CLAY	23960117	ASCENSION ST VINCENT'S CLAY COUNTY	7	1	12.50%	8	0	0		0
COLLIER	100018	NAPLES COMMUNITY HOSPITAL	26	5	16.13%	31	0	0		0
COLLIER	110043	WILLOUGH AT NAPLES, THE	0	0		0	0	0		0
COLLIER	120006	NCH HEALTHCARE SYSTEM NORTH NAPLES HOSPITAL CAMPUS	8	8	50.00%	16	0	0		0
COLLIER	23960025	PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE	12	4	25.00%	16	0	0		0
COLLIER	23960057	PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER	9	3	25.00%	12	0	0		0
COLLIER	23960116	LANDMARK HOSPITAL OF SOUTHWEST FLORIDA	9	1	10.00%	10	0	0		0
COLUMBIA	100102	SHANDS LAKE SHORE REGIONAL MEDICAL CENTER	2	2	50.00%	4	0	0		0
COLUMBIA	100156	LAKE CITY MEDICAL CENTER	16	2	11.11%	18	0	0		0
DESOTO	100175	DESOTO MEMORIAL HOSPITAL	7	1	12.50%	8	0	0		0
DUVAL	100001	UF HEALTH JACKSONVILLE	88	12	12.00%	100	2	5	71.43%	7
DUVAL	100040	ASCENSION ST VINCENT'S RIVERSIDE	50	18	26.47%	68	0	0		0
DUVAL	100088	BAPTIST MEDICAL CENTER JACKSONVILLE	60	12	16.67%	72	0	0		0
DUVAL	100117	BAPTIST MEDICAL CENTER - BEACHES	18	6	25.00%	24	0	0		0
DUVAL	100151	MAYO CLINIC	34	20	37.04%	54	0	0		0
DUVAL	100179	MEMORIAL HOSPITAL JACKSONVILLE	26	16	38.10%	42	0	0		0
DUVAL	100184	BROOKS REHABILITATION HOSPITAL	0	0		0	0	0		0
DUVAL	100196	CURAHEALTH JACKSONVILLE LLC	0	0		0	0	0		0
DUVAL	104016	RIVER POINT BEHAVIORAL HEALTH	0	0		0	0	0		0
DUVAL	23960052	BAPTIST MEDICAL CENTER SOUTH	28	7	20.00%	35	0	0		0
DUVAL	23960061	WEKIVA SPRINGS	0	0		0	0	0		0
DUVAL	23960088	ASCENSION ST VINCENT'S SOUTHSIDE	14	4	22.22%	18	0	0		0
DUVAL	23960123	UF HEALTH NORTH	23	1	4.17%	24	0	0		0
DUVAL	23960157	WOLFSON CHILDREN'S HOSPITAL	0	0		0	12	20	62.50%	32
ESCAMBIA	100025	ASCENSION SACRED HEART PENSACOLA	49	2	3.92%	51	2	8	80.00%	10
ESCAMBIA	100093	BAPTIST HOSPITAL	48	0	0.00%	48	0	0		0
ESCAMBIA	100231	WEST FLORIDA HOSPITAL	35	7	16.67%	42	1	5	83.33%	6
ESCAMBIA	23960076	SELECT SPECIALTY HOSPITAL PENSACOLA	6	0	0.00%	6	0	0		0
FLAGLER	100118	ADVENTHEALTH PALM COAST	17	1	5.56%	18	0	0		0
FRANKLIN	100153	GEORGE E WEEMS MEMORIAL HOSPITAL	0	0		0	0	0		0
GADSDEN	100159	CAPITAL REGIONAL MEDICAL CENTER, GADSDEN MEMORIAL CAMPUS	0	0		0	0	0		0
GADSDEN	104000	FLORIDA STATE HOSPITAL	0	0		0	0	0		0
GULF	23960084	ASCENSION SACRED HEART GULF	0	0		0	0	0		0
HARDEE	100282	ADVENTHEALTH WAUCHULA	0	0		0	0	0		0
HENDRY	100098	HENDRY REGIONAL MEDICAL CENTER	0	0		0	0	0		0
HERNANDO	100071	BAYFRONT HEALTH BROOKSVILLE	16	2	11.11%	18	0	0		0
HERNANDO	100264	OAK HILL HOSPITAL	30	6	16.67%	36	0	0		0
HERNANDO	110054	SPRINGBROOK HOSPITAL	0	0		0	0	0		0
HERNANDO	111525	BAYFRONT HEALTH SPRING HILL	7	1	12.50%	8	0	0		0
HERNANDO	23960042	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL	0	0		0	0	0		0
HIGHLANDS	100049	HIGHLANDS REGIONAL MEDICAL CENTER	13	3	18.75%	16	0	0		0
HIGHLANDS	100109	ADVENTHEALTH SEBRING	12	0	0.00%	12	0	0		0
HIGHLANDS	120013	ADVENTHEALTH LAKE PLACID	5	0	0.00%	5	0	0		0
HILLSBOROUGH	100069	ADVENTHEALTH CARROLLWOOD	6	0	0.00%	6	0	0		0
HILLSBOROUGH	100075	ST JOSEPHS HOSPITAL	72	0	0.00%	72	16	6	27.27%	22
HILLSBOROUGH	100115	KINDRED HOSPITAL-BAY AREA-TAMPA	4	0	0.00%	4	0	0		0
HILLSBOROUGH	100128	TAMPA GENERAL HOSPITAL	93	2	2.11%	95	5	2	28.57%	7
HILLSBOROUGH	100132	SOUTH FLORIDA BAPTIST HOSPITAL	13	2	13.33%	15	0	0		0
HILLSBOROUGH	100143	KINDRED HOSPITAL-CENTRAL TAMPA	6	0	0.00%	6	0	0		0
HILLSBOROUGH	100173	ADVENTHEALTH TAMPA	36	1	2.70%	37	1	3	75.00%	4
HILLSBOROUGH	100206	MEMORIAL HOSPITAL OF TAMPA	12	0	0.00%	12	0	0		0
HILLSBOROUGH	100243	BRANDON REGIONAL HOSPITAL	48	0	0.00%	48	5	3	37.50%	8
HILLSBOROUGH	100255	TAMPA COMMUNITY HOSPITAL- A CAMPUS OF MEMORIAL HOSPITAL OF TAMPA	0	0		0	0	0		0
HILLSBOROUGH	100259	SOUTH BAY HOSPITAL	15	0	0.00%	15	0	0		0
HILLSBOROUGH	110009	H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE HOSPITAL	24	5	17.24%	29	0	0		0
HILLSBOROUGH	23960100	ST JOSEPHS HOSPITAL NORTH	23	1	4.17%	24	0	0		0
HILLSBOROUGH	23960105	ST JOSEPHS HOSPITAL SOUTH	24	0	0.00%	24	0	0		0
HILLSBOROUGH	23960113	ST JOSEPHS HOSPITAL BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
HOLMES	100078	DOCTORS MEMORIAL HOSPITAL	0	0		0	0	0		0
INDIAN RIVER	100105	CLEVELAND CLINIC INDIAN RIVER HOSPITAL	13	11	45.83%	24	0	0		0
INDIAN RIVER	100217	STEWARD SEBASTIAN RIVER MEDICAL CENTER	7	0	0.00%	7	0	0		0
INDIAN RIVER	110017	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TREASURE COAST	0	0		0	0	0		0
JACKSON	100138	CAMPBELLTON-GRACEVILLE HOSPITAL	0	0		0	0	0		0
JACKSON	100142	JACKSON HOSPITAL	16	0	0.00%	16	0	0		0
LAKE	100051	ORLANDO HEALTH SOUTH LAKE HOSPITAL	14	2	12.50%	16	0	0		0
LAKE	100057	ADVENTHEALTH WATERMAN	20	20	50.00%	40	0	0		0
LAKE	100084	UF HEALTH LEESBURG HOSPITAL	37	11	22.92%	48	0	0		0
LAKE	100214	UF HEALTH LEESBURG SENIOR BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
LAKE	104018	LIFESTREAM BEHAVIORAL CENTER	0	0		0	0	0		0
LEE	100012	LEE MEMORIAL HOSPITAL	26	10	27.78%	36	0	0		0
LEE	100107	LEHIGH REGIONAL MEDICAL CENTER	6	2	25.00%	8	0	0		0
LEE	100220	GULF COAST MEDICAL CENTER LEE MEMORIAL HEALTH SYSTEM	31	5	13.89%	36	0	0		0
LEE	100244	CAPE CORAL HOSPITAL	22	0	0.00%	22	0	0		0
LEE	120005	HEALTHPARK MEDICAL CENTER	19	4	17.39%	23	68	18	20.93%	86
LEE	23960103	PARK ROYAL HOSPITAL	0	0		0	0	0		0
LEE	23960107	SELECT SPECIALTY HOSPITAL-FORT MYERS	5	1	16.67%	6	0	0		0
LEON	100135	TALLAHASSEE MEMORIAL HOSPITAL	46	0	0.00%	46	4	5	55.56%	9
LEON	100254	CAPITAL REGIONAL MEDICAL CENTER	14	6	30.00%	20	0	0		0
LEON	110021	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TALLAHASSEE	0	0		0	0	0		0
LEON	110044	EASTSIDE PSYCHIATRIC HOSPITAL	0	0		0	0	0		0
LEON	23960059	SELECT SPECIALTY HOSPITAL - TALLAHASSEE	6	0	0.00%	6	0	0		0
MADISON	100004	MADISON COUNTY MEMORIAL HOSPITAL	0	0		0	0	0		0
MANATEE	100035	MANATEE MEMORIAL HOSPITAL	22	2	8.33%	24	0	0		0
MANATEE	100213	BLAKE MEDICAL CENTER	33	2	5.71%	35	0	0		0
MANATEE	110028	CENTERSTONE OF FLORIDA	0	0		0	0	0		0
MANATEE	110049	SUNCOAST BEHAVIORAL HEALTH CENTER	0	0		0	0	0		0
MANATEE	23960046	LAKEWOOD RANCH MEDICAL CENTER	5	4	44.44%	9	0	0		0
MARION	100062	ADVENTHEALTH OCALA	19	0	0.00%	19	0	0		0
MARION	100212	OCALA REGIONAL MEDICAL CENTER	41	7	14.58%	48	0	0		0
MARION	23960039	WEST MARION COMMUNITY HOSPITAL	17	1	5.56%	18	0	0		0
MARION	23960060	KINDRED HOSPITAL OCALA	0	0		0	0	0		0
MARION	23960073	THE VINES HOSPITAL	0	0		0	0	0		0
MARION	23960109	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA	0	0		0	0	0		0
MARTIN	100044	CLEVELAND CLINIC MARTIN NORTH HOSPITAL	8	23	74.19%	31	0	0		0
MARTIN	120009	CLEVELAND CLINIC MARTIN SOUTH HOSPITAL	6	2	25.00%	8	0	0		0
MARTIN	23960112	ENCOMPASS HEALTH REHAB HOSPITAL AN AFFILIATE OF MARTIN HEALTH	0	0		0	0	0		0
MARTIN	23960125	CORAL SHORES BEHAVIORAL HEALTH	0	0		0	0	0		0
MIAMI-DADE	100008	BAPTIST HOSPITAL OF MIAMI	84	4	4.55%	88	0	0		0
MIAMI-DADE	100009	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-UHEALTH TOWER	33	13	28.26%	46	0	0		0
MIAMI-DADE	100020	DOCTORS HOSPITAL	18	0	0.00%	18	0	0		0
MIAMI-DADE	100022	JACKSON MEMORIAL HOSPITAL	189	2	1.05%	191	15	5	25.00%	20
MIAMI-DADE	100029	NORTH SHORE MEDICAL CENTER	46	4	8.00%	50	0	0		0
MIAMI-DADE	100034	MOUNT SINAI MEDICAL CENTER	67	32	32.32%	99	0	0		0
MIAMI-DADE	100050	LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS	10	4	28.57%	14	0	0		0
MIAMI-DADE	100053	HIALEAH HOSPITAL	21	0	0.00%	21	0	0		0
MIAMI-DADE	100061	MERCY HOSPITAL, A CAMPUS OF PLANTATION GENERAL HOSPITAL	40	7	14.89%	47	0	0		0
MIAMI-DADE	100076	VARIETY CHILDREN'S HOSPITAL	0	0		0	0	0		0
MIAMI-DADE	100079	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPREHENSIVE	28	12	30.00%	40	0	0		0
MIAMI-DADE	100114	JACKSON NORTH MEDICAL CENTER	23	1	4.17%	24	0	0		0
MIAMI-DADE	100125	HOMESTEAD HOSPITAL	16	0	0.00%	16	0	0		0
MIAMI-DADE	100131	AVENTURA HOSPITAL AND MEDICAL CENTER	41	11	21.15%	52	0	0		0
MIAMI-DADE	100152	KINDRED HOSPITAL-SOUTH FLORIDA-CORAL GABLES	4	2	33.33%	6	0	0		0
MIAMI-DADE	100154	SOUTH MIAMI HOSPITAL	28	0	0.00%	28	0	0		0
MIAMI-DADE	100165	WESTCHESTER GENERAL HOSPITAL	7	0	0.00%	7	0	0		0
MIAMI-DADE	100181	LARKIN COMMUNITY HOSPITAL	8	0	0.00%	8	0	0		0
MIAMI-DADE	100183	CORAL GABLES HOSPITAL	15	1	6.25%	16	0	0		0
MIAMI-DADE	100187	PALMETTO GENERAL HOSPITAL	54	21	28.00%	75	0	0		0
MIAMI-DADE	100197	DOUGLAS GARDENS HOSPITAL	0	0		0	0	0		0
MIAMI-DADE	100208	JACKSON SOUTH MEDICAL CENTER	41	1	2.38%	42	0	0		0
MIAMI-DADE	100209	KENDALL REGIONAL MEDICAL CENTER	69	7	9.21%	76	5	3	37.50%	8
MIAMI-DADE	100240	UNIVERSITY OF MIAMI HOSPITAL AND CLINICS-BASCOM PALMER EYE INST	0	0		0	0	0		0
MIAMI-DADE	103004	ST CATHERINE'S REHABILITATION HOSPITAL	0	0		0	0	0		0
MIAMI-DADE	103038	ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIAMI	0	0		0	0	0		0
MIAMI-DADE	110040	SOUTHERN WINDS	0	0		0	0	0		0
MIAMI-DADE	110041	WEST GABLES REHABILITATION HOSPITAL	0	0		0	0	0		0
MIAMI-DADE	110199	NICKLAUS CHILDREN'S HOSPITAL	0	0		0	44	26	37.14%	70
MIAMI-DADE	120014	SOUTH FLORIDA EVALUATION AND TREATMENT CENTER	0	0		0	0	0		0
MIAMI-DADE	23960028	SELECT SPECIALTY HOSPITAL-MIAMI	5	0	0.00%	5	0	0		0
MIAMI-DADE	23960064	WEST KENDALL BAPTIST HOSPITAL	25	0	0.00%	25	0	0		0
MIAMI-DADE	23960094	SELECT SPECIALTY HOSPITAL-MIAMI LAKES	7	1	12.50%	8	0	0		0
MIAMI-DADE	23960097	ST CATHERINE'S WEST REHABILITATION HOSPITAL	0	0		0	0	0		0
MONROE	100024	FISHERMEN'S COMMUNITY HOSPITAL	0	0		0	0	0		0
MONROE	100150	DEPOO HOSPITAL	0	0		0	0	0		0
MONROE	100160	MARINERS HOSPITAL	2	2	50.00%	4	0	0		0
MONROE	100195	LOWER KEYS MEDICAL CENTER	5	1	16.67%	6	0	0		0
NASSAU	100140	BAPTIST MEDICAL CENTER NASSAU	8	0	0.00%	8	0	0		0
OKALOOSA	100054	TWIN CITIES HOSPITAL	8	0	0.00%	8	0	0		0
